#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS
1550,CW Cru,Classical,12 53 51.61,-60 23 16.62,9.983,B2IVne,,3
1551,HD 312101,Classical,12 54 23.39,-60 41 55.27,10.22,Be,,1
1552,mu02 Cru,Classical,12 54 36.89,-57 10 07.21,5.113,B5Vne,210,1
1553,lam Cru,Classical,12 54 39.18,-59 08 48.12,4.602,B3Vne,302,4
1554,HD 112107,Classical,12 54 41.31,-52 29 02.65,9.85,B9.5Vne,200,0
1555,HD 112147,Classical,12 55 08.46,-59 01 07.41,9.13,Be,,0
1556,HD 112512,Classical,12 58 00.83,-59 05 03.61,8.62,B7Ve,199,0
1557,GSC 08997-00262,Classical,12 58 43.73,-64 15 31.72,12.76,Be,,0
1558,HD 112825,Classical,13 00 23.89,-59 41 07.56,9.72,B1.5IVe,,0
1559,HD 112927,Classical,13 01 00.00,-58 43 48.00,9.2,B9.5IIIe,,0
1560,V850 Cen,Classical,13 01 17.21,-61 36 06.84,13.4,B2Vne,,0
1561,V495 Cen,Classical,13 01 34.81,-56 05 30.91,9.95,Be,,3
1562,V946 Cen,Classical,13 01 34.90,-60 40 17.00,7.382,B6IIIne,,1
1563,CPD-63 2495,Classical,13 02 47.66,-63 50 08.67,10.08,B2e,,3
1564,LS Mus,Classical,13 03 05.34,-71 28 32.63,5.958,B2IVne,358,0
1565,HD 113260,Classical,13 03 26.80,-59 12 25.13,9.59,B8.5IIIe,,0
1566,HD 113573,Classical,13 05 32.95,-56 51 06.28,8.76,B4Ve,,0
1567,HD 113605,Classical,13 05 58.41,-62 14 13.42,9.74,B2.5ne,,0
1568,TYC 8993-1520-1,Classical,13 08 08.77,-63 31 38.78,11.89,Be,,0
1569,HD 114200,Classical,13 10 52.70,-70 48 31.05,8.45,B1Ve,,2
1570,V952 Cen,Classical,13 11 29.52,-55 21 24.63,8.05,B2Vnne,,4
1571,HD 114424,Classical,13 11 37.92,-62 52 04.80,9.61,B8IIne,,1
1572,HD 114516,Classical,13 12 22.38,-63 48 44.00,8.69,B0Ve,,0
1573,CD-60 4547,Classical,13 12 41.93,-61 01 07.13,10.49,B1ne,,0
1574,HD 114757,Classical,13 13 51.88,-63 35 10.23,9.21,B7Ve,,0
1575,V955 Cen,Classical,13 14 11.53,-63 22 25.45,7.97,B2IVne,,1
1576,V958 Cen,Classical or Herbig,13 14 40.68,-38 39 05.66,7.12,B5Ve,,1
1577,V959 Cen,Classical,13 15 10.01,-60 58 00.73,9.84,Be,,2
1578,HD 115114,Classical,13 16 16.12,-61 45 44.21,9.31,Be,,0
1579,HD 115532,Classical,13 18 51.93,-59 13 21.58,8.92,B6.5Ve,,0
1580,V1171 Cen,Classical,13 20 35.46,-63 24 43.46,9.347,B3IVe,,0
1581,HD 115805,Classical,13 20 48.00,-59 59 26.01,9.75,B1Vnne,,0
1582,HD 116421,Classical,13 25 11.57,-65 54 37.21,9.3,B7Vne,,0
1583,HD 116422,Classical,13 25 17.25,-66 27 15.20,9.47,B5pshe,,0
1584,V967 Cen,Classical,13 27 25.06,-62 38 56.44,7.45,B0IIe,,2
1585,HD 116827,Classical,13 27 35.45,-62 07 06.90,9.54,B3.5Vne,,0
1586,HD 116875,Classical,13 28 01.50,-61 03 45.04,7.307,B8Ve,,1
1587,LU Mus,Classical,13 28 07.32,-66 16 47.16,9.15,B1Vpe,,0
1588,V969 Cen,Classical,13 29 34.29,-61 11 36.12,10.17,B3Ve,,0
1589,LV Mus,Classical,13 29 54.57,-65 30 07.19,7.68,B2Vne,,2
1590,HD 117172,Classical,13 30 41.79,-69 36 52.28,9.02,B9IIIe,,2
1591,HD 117357,Classical,13 31 15.49,-61 43 57.42,9.14,O9.5Ve,,0
1592,HD 117411,Classical,13 31 16.25,-53 05 47.60,9.02,B8Ve,,0
1593,WRAY 15-1119,Classical,13 33 46.03,-63 32 04.81,12,Be,,0
1594,GP Vir,Classical,13 35 43.32,-06 09 22.05,8.01,B3e,270,226
1595,HD 118094,Classical,13 36 20.98,-63 08 44.50,7.92,B8Vne,239,1
1596,HD 118325,Classical,13 38 35.58,-69 17 39.37,8.39,B8IIIe,,0
1597,CQ UMa,Classical,13 40 21.39,57 12 27.38,6.286,A2Vspe,33,336
1598,HD 118655,Classical,13 41 10.39,-72 42 23.49,9.65,B9.5Vne,,0
1599,HD 119162,Classical,13 43 12.00,-60 55 48.00,10.13,Be,,0
1600,HD 119423,Classical,13 45 18.39,-66 45 16.82,7.595,B4Vne,180,0
1601,HD 119682,Classical,13 46 32.57,-62 55 24.13,7.908,B0Ve,200,15
1602,HD 119835,Classical,13 47 07.36,-57 40 29.69,9.57,B8.5IIIne,,0
1603,HD 119958,Classical,13 47 59.50,-57 41 42.38,10.14,B8Ve,,0
1604,HD 119940,Classical,13 48 09.18,-62 28 33.93,9.87,B8Ve,,0
1605,mu Cen,Classical,13 49 36.99,-42 28 25.43,3.456,B2Vnpe,124,3
1606,HD 120330,Classical,13 50 26.09,-59 44 52.85,7.9,B2.5Vnne,,1
1607,HD 120417,Classical,13 51 14.30,-63 53 24.01,8.93,B9IVne,,0
1608,HD 120526,Classical,13 52 17.33,-66 24 15.81,8.8,B9IIIne,,0
1609,HD 120766,Classical,13 52 60.00,-58 17 60.00,10.06,B8.5IIIe,,0
1610,V774 Cen,Classical,13 53 28.23,-39 03 25.93,7.61,B3Vne,,2
1611,V767 Cen,Classical,13 53 57.24,-47 07 41.39,5.83,B2Ve,130,53
1612,HD 121195,Classical,13 55 53.89,-61 30 13.45,9.02,B8IVne,,0
1613,HD 121045,Classical,13 55 56.46,-69 36 59.64,9.92,B8.5Vne,,2
1614,V987 Cen,Classical,13 57 57.77,-59 53 04.87,8.82,B5Vne,,3
1615,HD 122282,Classical,14 03 07.57,-63 50 12.45,8.95,B6pshe,,0
1616,HD 122450,Classical,14 03 51.66,-59 27 47.21,9.25,B2.5ne,,0
1617,HD 122597,Classical,14 05 14.44,-65 35 33.17,9.48,B7Vne,,0
1618,HD 122669,Classical,14 05 22.03,-62 30 26.62,8.94,Be,,0
1619,HD 122691,Classical,14 05 25.18,-62 35 18.37,9.33,Be,,0
1620,HD 123042,Classical,14 07 19.21,-59 30 41.72,9.05,B8.5IVe,,0
1621,HD 123131,Classical,14 07 56.66,-61 30 32.21,8,B6.5Ve,,0
1622,HD 123207,Classical,14 08 40.05,-64 11 25.59,8.97,B6Vne,,0
1623,HD 123296,Classical,14 08 45.03,-59 43 01.44,8.66,B8.5Ve,,0
1624,V716 Cen,Classical,14 13 39.82,-54 37 32.26,6.09,B5Ve,,2
1625,V795 Cen,Classical,14 14 57.14,-57 05 10.05,5.044,B4Vne,295,2
1626,HD 124489,Classical,14 16 27.27,-64 46 50.26,9.32,B8IVe,,0
1627,HD 125015,Classical,14 18 50.98,-58 41 11.17,7.28,B7Vne,,1
1628,HD 125106,Classical,14 19 14.63,-58 26 34.61,10.3,A0Ve,,1
1629,HD 124834,Classical,14 19 57.37,-73 58 06.39,6.62,B3IIIe,,0
1630,HD 125159,Classical,14 20 30.42,-66 07 13.20,10.08,B8e,,0
1631,4U 1416-62,Classical,14 21 12.79,-62 41 53.88,17.2,Be,,0
1632,eps Aps,Classical,14 22 23.16,-80 06 32.21,5.051,B4Ve,,1
1633,HD 124639,Classical,14 24 22.07,-82 50 53.70,6.42,B9IVe,237,0
1634,V807 Cen,Classical,14 25 15.93,-61 19 11.61,9.42,B4e,,1
1635,HD 126527,Classical,14 27 56.47,-55 28 10.87,9.07,B9Ve,235,1
1636,HD 126508,Classical,14 29 33.65,-70 14 18.38,8.46,B9IVe,,0
1637,HD 126693,Classical,14 29 44.63,-64 09 35.73,10.22,B4Vne,,0
1638,HD 126986,Classical,14 30 32.45,-52 15 20.10,9.6,B9IVne,70,0
1639,HL Lib,Classical,14 30 40.46,-22 27 39.31,6.96,B9IVe,150,282
1640,HD 127112,Classical,14 31 45.96,-58 53 22.16,9.13,B8Ve,115,0
1641,HD 127617,Classical,14 31 59.56,18 46 00.74,8.73,B5e,120,301
1642,V1008 Cen,Classical,14 33 36.77,-58 49 14.88,7.71,B2.5Vne,,2
1643,HD 127515,Classical,14 33 52.66,-56 44 44.21,9.91,B7.5Vne,,0
1644,V1010 Cen,Classical,14 34 29.26,-64 12 07.31,9.03,B2Vne,,1
1645,HD 127782,Classical,14 35 17.25,-56 46 15.82,9.38,B8Ve,,0
1646,eta Cen,Classical,14 35 30.42,-42 09 28.17,2.322,B1.5Vne,310,51
1647,HD 127756,Classical,14 35 33.30,-61 00 29.80,7.59,B1.5Vne,,1
1648,CK Cir,Classical,14 39 31.66,-68 12 12.19,6.911,B2Vne,,0
1649,HD 128477,Classical,14 39 35.25,-61 59 07.65,10.73,B8.5IVe,,0
1650,V1012 Cen,Classical,14 40 05.48,-59 55 52.88,9.08,B3Vne,,1
1651,HD 129285,Classical,14 43 53.92,-56 21 23.82,9.86,B9Ve,,0
1652,HD 129772,Classical,14 46 36.80,-56 25 08.11,8.56,B8IIIpe,,0
1653,CD-44 9598,Classical,14 46 55.10,-45 13 59.28,10.14,B6Ve,,0
1654,HD 129842,Classical,14 48 00.74,-65 44 22.51,8.46,B8.5IVe,,0
1655,CO Cir,Classical,14 48 44.55,-66 35 36.82,5.88,B2.5Ve,,0
1656,CP Cir,Classical,14 50 34.16,-66 15 33.66,7.66,B5IVe,,0
1657,HD 130534,Classical,14 50 41.44,-52 15 52.71,8.76,B7Ve,100,0
1658,CQ Cir,Classical,14 50 50.25,-60 17 10.33,9.98,B1Ve,335,1
1659,HD 130574,Classical,14 51 19.30,-57 27 42.84,11.1,B9.5IVe,,0
1660,V1018 Cen,Classical,14 51 57.61,-40 48 21.02,7.93,B2pe,,2
1661,HD 130648,Classical,14 52 21.08,-63 47 26.12,9.3,B9.5IIIe,,0
1662,HD 131168,Classical,14 53 22.12,-45 51 20.71,7.05,B2Ve,185,0
1663,tet Cir,Classical,14 56 43.99,-62 46 51.66,5.11,B4Vnpe,185,2
1664,HD 131891,Classical,15 01 07.62,-72 43 08.69,8.07,B9pshe,,1
1665,CU Cir,Classical,15 07 30.08,-60 46 36.53,8.54,B3Vne,,0
1666,CV Cir,Classical,15 09 03.31,-61 53 15.31,6.96,B1.5IVne,,0
1667,kap Lup,Classical,15 11 56.07,-48 44 16.17,3.849,B9.5Vne,180,5
1668,HD 134484,Classical,15 12 19.51,-53 39 28.92,8.29,B9IIIe,,0
1669,HD 134671,Classical,15 13 02.02,-50 44 06.32,9.8,B7Ve,250,0
1670,HD 134401,Classical,15 13 12.16,-65 58 09.03,8.98,B2Vne,375,0
1671,CW Cir,Classical,15 15 16.17,-58 10 22.37,8.17,B0.5Vne,,0
1672,HD 135160,Classical,15 16 36.69,-60 54 14.38,5.73,B0.5Ve,,7
1673,HD 135354,Classical,15 17 09.08,-57 01 44.05,9.13,B8Vne,,0
1674,mu Lup,Classical,15 18 32.02,-47 52 31.00,4.274,B8Ve,278,1
1675,HD 135570,Classical,15 19 46.03,-67 11 26.83,8.5,B6.5Ve,,0
1676,CD-61 4751,Classical,15 20 09.30,-62 15 08.03,9.65,Oe,,0
1677,HD 136250,Classical,15 22 01.51,-55 14 18.37,10.26,B7Vne,,0
1678,HD 136556,Classical,15 23 20.15,-50 06 58.43,9.04,B2.5Vne,,0
1679,gam Cir,Classical,15 23 22.64,-59 19 14.81,4.51,B5IVe,,2
1680,HD 136968,Classical,15 25 55.25,-53 46 15.68,8.27,B5Vne,207,0
1681,HD 136860,Classical,15 26 29.80,-64 12 45.87,8.37,B8IVe,,0
1682,HV Lup,Classical,15 28 17.42,-45 08 05.90,7.75,B1Vne,300,0
1683,HD 137380,Classical,15 28 47.03,-60 42 28.78,9.44,B9IIIe,,2
1684,HD 137836,Classical,15 30 24.02,-51 06 36.03,8.79,B8Vne,,0
1685,kap01 Aps,Classical,15 31 30.82,-73 23 22.53,5.49,B2Vnpe,250,6
1686,53 Boo,Classical,15 31 46.98,40 53 57.61,4.997,A5Ve,,643
1687,tet CrB,Classical,15 32 55.78,31 21 32.88,4.153,B6Vnne,340,3380
1688,HD 138131,Classical,15 33 11.29,-60 54 33.68,9.14,B6Vne,,0
1689,HD 138477,Classical,15 35 04.85,-56 59 02.30,8.55,B7IIIe,,0
1690,d Lup,Classical,15 35 53.25,-44 57 30.20,4.54,B3IVpe,,15
1691,HD 138539,Classical,15 36 42.53,-66 32 51.08,8.97,B7IVe,,0
1692,HD 139431,Classical,15 39 45.65,-42 46 02.71,7.34,B2Vne,276,3
1693,HD 139314,Classical,15 40 17.04,-58 03 49.93,10.17,B2e,,0
1694,HD 139491,Classical,15 41 23.33,-58 46 30.29,8.5,B9IVe,,0
1695,HD 139790,Classical,15 42 19.81,-49 59 52.99,8.55,B2IIIne,,0
1696,HD 140336,Classical,15 46 03.12,-58 57 08.85,9.8,Oe,,0
1697,HD 140114,Classical,15 46 12.85,-67 26 37.27,9.53,B8.5IIIe,,2
1698,HD 140843,Classical,15 48 38.66,-57 06 14.24,8.44,B5IIIe,,1
1699,HD 140883,Classical,15 48 41.59,-54 51 47.14,10.16,B6Vnne,,0
1700,HD 140926,Classical,15 48 47.86,-54 23 44.37,7.9,B2.5Vnne,,0
1701,HD 140946,Classical,15 49 33.20,-60 09 03.25,9.27,B2.5Vnne,,0
1702,HD 141689,Classical,15 53 45.83,-61 39 50.28,10.05,B2.5ne,,0
1703,V1040 Sco,Classical,15 53 55.86,-23 58 41.15,5.4,B2Ve,340,266
1704,HD 141926,Classical,15 54 21.82,-55 19 44.76,8.62,B2nne,,0
1705,4 Her,Classical,15 55 30.59,42 33 58.29,5.74,B9pe,300,1835
1706,HD 142237,Classical,15 56 05.98,-54 57 09.54,8.82,B2Vne,345,0
1707,HD 142349,Classical,15 57 07.56,-57 34 48.76,8.76,B5IVe,250,0
1708,[BM83] X1553-542,Classical,15 57 49.00,-54 24 54.00,,Be,,0
1709,48 Lib,Classical,15 58 11.37,-14 16 45.69,4.943,B8IIe,390,344
1710,del Sco,Classical,16 00 20.01,-22 37 18.14,2.291,B0.2IVe,175,5700
1711,HD 143140,Classical,16 01 09.92,-52 46 43.52,9.65,B8IIIe,,0
1712,HD 143578,Classical,16 02 38.23,-35 15 11.39,8.75,B8IVe,164,0
1713,HD 143545,Classical,16 03 09.26,-48 43 21.67,9.22,B1.5Vne,370,0
1714,MQ TrA,Classical,16 03 44.47,-60 29 54.47,7.3,Oe,,3
1715,CD-56 6163,Classical,16 03 54.49,-56 33 15.39,10.39,Oe,,2
1716,HD 143700,Classical,16 04 02.18,-47 28 33.92,9.38,B1.5Vne,230,1
1717,HD 143343,Classical,16 04 03.33,-65 40 12.58,10.08,B8Vnpe,,2
1718,V364 Nor,Classical,16 07 59.78,-55 07 49.64,9.248,B1Vne,,1
1719,HD 144555,Classical,16 08 55.35,-51 57 43.05,9.48,B1Vne,275,2
1720,HD 144965,Classical,16 10 10.56,-40 07 43.80,7.116,B3Vne,,0
1721,HD 144970,Classical,16 10 47.43,-49 01 19.56,9.8,B0e,,0
1722,HD 145040,Classical,16 11 36.13,-54 18 52.93,9.6,B8IVe,,0
1723,HD 145107,Classical,16 11 39.57,-51 37 09.62,9.79,B5IIIe,,0
1724,HD 145301,Classical,16 12 43.16,-52 10 38.25,9.63,B9IVne,,0
1725,HD 145846,Classical,16 15 40.02,-52 22 12.99,8.87,B1.5ne,,0
1726,HD 146357,Classical,16 18 38.98,-53 19 09.00,9.64,B4IIIe,,0
1727,HD 146444,Classical,16 18 39.38,-49 24 49.96,7.6,B2Vne,275,1
1728,HD 146501,Classical,16 19 02.65,-49 24 22.88,7.29,B6Vne,,0
1729,HD 146463,Classical,16 19 14.23,-54 57 42.12,8.08,B3Vnne,,0
1730,HD 146596,Classical,16 19 42.67,-52 46 19.03,7.98,B5IVe,,0
1731,HD 146531,Classical,16 19 55.46,-58 10 01.87,9.69,B3Ve,260,0
1732,HD 146381,Classical,16 20 13.25,-64 29 52.69,8.45,B6IIIe,,0
1733,HD 147196,Classical,16 21 19.19,-23 42 28.75,7.05,B6.5Vne,,105
1734,HD 146755,Classical,16 23 04.12,-69 21 04.78,9.42,B5Vne,,0
1735,HD 147274,Classical,16 23 40.04,-53 02 38.32,8.3,B8IIIe,,0
1736,HD 147302,Classical,16 24 01.27,-55 27 13.37,7.721,B2IIIne,392,0
1737,HD 147230,Classical,16 25 01.45,-65 02 26.33,9.56,B7Ve,,0
1738,HD 147580,Classical,16 25 04.34,-49 44 21.68,9.31,B7Ve,,0
1739,HD 147756,Classical,16 25 46.19,-45 32 34.22,8.78,B2Vne,,0
1740,TYC 8712-1914-1,Classical,16 26 43.26,-53 37 15.03,11.34,Be,,0
1741,chi Oph,Classical,16 27 01.43,-18 27 22.49,4.42,B2Vne,144,333
1742,HD 148001,Classical,16 27 07.06,-43 23 16.76,9.26,B5IIIe,,0
1743,HD 147320,Classical,16 27 47.32,-73 05 12.01,8.12,B9IVe,,2
1744,CD-53 6689,Classical,16 27 48.81,-53 32 05.07,9.73,B2.5IVne,,0
1745,V376 Nor,Classical,16 27 54.18,-59 50 55.42,8.72,B9IVe,,0
1746,HD 148027,Classical,16 28 12.30,-54 36 31.96,9.98,B9IVe,,1
1747,HD 148028,Classical,16 28 27.05,-56 23 51.41,8.65,B5IVe,,1
1748,OZ Nor,Classical,16 28 49.89,-44 48 45.40,7.42,B2IIe,,1
1749,[SC96] Mis 50,Classical,16 30 60.00,-46 28 48.00,7.88,B2IIne,,0
1750,HD 148567,Classical,16 31 02.86,-46 28 45.61,7.76,B2IIne,,2
1751,HD 148692,Classical,16 32 17.56,-50 32 30.94,8.66,B7Ve,,0
1752,HD 148877,Classical,16 33 39.20,-51 15 45.58,8.52,B6Ve,,0
1753,HD 330950,Classical,16 34 43.54,-49 33 09.49,9.42,B1Ve,60,0
1754,HD 148907,Classical,16 35 14.07,-61 53 40.12,9.38,B6Ve,,0
1755,HD 149128,Classical,16 35 23.34,-52 15 07.97,9.38,B7Ve,,0
1756,V1059 Sco,Classical,16 35 48.66,-42 07 22.44,9.4,B2IIe,,0
1757,HD 149298,Classical,16 36 11.77,-49 15 47.42,9.94,B2IIe,,0
1758,zet Oph,Classical,16 37 09.54,-10 34 01.53,2.578,O9Ve,348,2660
1759,HD 149568,Classical,16 37 54.64,-47 18 32.21,9.04,B6Vne,,0
1760,HD 149610,Classical,16 38 11.00,-48 13 11.53,8.97,B5Ve,,0
1761,HD 149729,Classical,16 39 23.58,-52 32 09.37,9.1,B2Vne,,0
1762,HD 149814,Classical,16 39 50.03,-52 07 15.95,9.12,B6IVe,,0
1763,V1063 Sco,Classical,16 40 42.46,-41 07 37.09,7.93,B4IIIe,,0
1764,HD 149671,Classical,16 41 23.11,-68 17 46.04,5.882,B7IVe,,6
1765,HD 150230,Classical,16 41 52.70,-47 22 49.89,9.26,B8e,,2
1766,HD 150288,Classical,16 42 16.46,-47 00 56.33,8.67,B2Ve,250,3
1767,HD 150422,Classical,16 43 07.45,-46 30 23.52,9.01,B1.5ne,270,3
1768,HD 150533,Classical,16 43 42.28,-45 27 45.34,9.49,B0e,,1
1769,HD 150625,Classical,16 44 17.52,-44 46 18.25,9.48,B8e,,0
1770,HD 150336,Classical,16 45 06.76,-65 52 24.51,8.93,B8Vne,,0
1771,HD 150930,Classical,16 47 20.80,-57 02 06.11,8.87,B7IIIe,,0
1772,HD 151113,Classical,16 47 30.34,-45 27 37.89,7.43,B2Ve,180,0
1773,HD 151083,Classical,16 47 51.39,-51 46 03.99,9.07,B2Vne,,0
1774,HD 151242,Classical,16 48 01.69,-40 21 12.98,9.92,B5IIIe,,0
1775,HD 151582,Classical,16 49 54.26,-38 32 40.63,9.49,B3IIIe,,0
1776,HD 328990,Classical,16 50 25.39,-46 09 19.16,10.3,A0e,,0
1777,SS73 65,Classical,16 51 15.50,-37 18 02.16,,Be,,0
1778,HD 151743,Classical,16 52 03.37,-53 49 45.82,9.53,B8IVe,,0
1779,HD 152060,Classical,16 52 59.97,-41 24 27.28,9.6,B2Ve,105,0
1780,HD 152004,Classical,16 53 06.61,-47 34 53.74,9.01,B3IVne,,0
1781,HD 152358,Classical,16 55 25.02,-50 38 11.57,9.39,Bpshe,,0
1782,CD-39 10861,Classical,16 55 28.86,-39 25 48.90,9.75,B3.5Ve,,0
1783,HD 152523,Classical,16 55 35.34,-39 24 49.65,9.77,B3Ve,,0
1784,V846 Ara,Classical,16 56 08.84,-50 40 29.25,6.33,B3Vnpe,295,2
1785,HD 152505,Classical,16 56 09.57,-49 01 59.73,8.85,B2.5Vne,,0
1786,HD 152541,Classical,16 56 14.50,-46 50 57.89,7.45,B7Ve,,2
1787,HD 322422,Classical,16 57 23.94,-40 21 39.90,9.76,B1Ve,170,0
1788,V848 Ara,Classical,16 58 56.81,-46 07 44.38,8.16,B2IVe,190,4
1789,HD 153199,Classical,16 59 56.93,-43 13 14.77,8.12,B2.5Ve,190,1
1790,HD 153295,Classical,17 00 25.25,-42 19 00.29,9.05,B2e,,3
1791,HD 153222,Classical,17 00 28.69,-49 15 14.91,8.91,B1IIe,,2
1792,V828 Ara,Classical,17 01 47.39,-58 57 29.69,6.263,B2IVne,,5
1793,HD 153262,Classical,17 01 54.07,-59 02 51.32,7.61,B2Vnne,,3
1794,HD 153977,Classical,17 03 43.52,-24 50 07.60,9.42,B5IIIe,,1
1795,HD 154188,Classical,17 04 32.05,-16 32 27.80,10.12,B8IVne,,2
1796,HD 153879,Classical,17 04 44.03,-51 24 29.98,8.99,B1.5Vne,,3
1797,HD 154040,Classical,17 04 48.69,-39 18 56.73,10.07,B2Ve,,0
1798,HD 154218,Classical,17 05 42.96,-36 44 25.90,7.57,B3Vne,,3
1799,HD 154243,Classical,17 05 52.84,-36 35 17.47,8.05,B3Vnne,,0
1800,HD 154154,Classical,17 06 07.11,-48 25 07.22,8.59,B2Vnne,290,2
1801,HD 154170,Classical,17 06 10.45,-47 25 10.65,9.61,B9IIIe,,2
1802,HD 154111,Classical,17 06 15.06,-52 28 55.92,8.26,B5IVe,,2
1803,HD 154314,Classical,17 06 54.70,-44 44 01.21,10.11,B9IIIe,,1
1804,V956 Sco,Classical,17 07 05.16,-35 45 32.38,7.9,Oe,,1
1805,HD 154538,Classical,17 08 31.57,-49 28 04.19,8.62,B3Ve,,2
1806,HD 154911,Classical,17 10 06.51,-38 37 26.66,9.1,B0e,,0
1807,HD 155349,Classical,17 12 23.18,-32 08 48.04,9.64,B2Ve,,0
1808,HD 155352,Classical,17 13 00.39,-42 38 00.41,8.45,B2Ve,,1
1809,HD 155436,Classical,17 13 43.76,-44 43 45.22,9.33,B2.5e,,1
1810,EM* StHA 143,Classical,17 14 25.38,31 35 00.60,12.02,Be,,3
1811,HD 155438,Classical,17 14 33.32,-54 22 12.53,8.47,B6IVne,,2
1812,V1075 Sco,Classical,17 15 19.25,-33 32 54.31,5.612,O8Ve,211,24
1813,HD 155851,Classical,17 15 33.77,-32 41 23.06,8.18,B0Vne,335,0
1814,V1076 Sco,Classical,17 16 17.58,-42 20 20.52,6.9,B2.5Vnne,367,1
1815,HD 156008,Classical,17 17 30.68,-47 44 22.58,9.56,B8IVe,,2
1816,HD 156172,Classical,17 17 59.70,-42 03 38.23,8.24,O9IIe,,2
1817,V1077 Sco,Classical,17 18 20.51,-32 33 11.18,6.374,B5Vne,180,21
1818,HD 156409,Classical,17 19 16.84,-39 48 25.14,8.72,B2IIne,,0
1819,V1078 Sco,Classical,17 19 24.15,-38 00 13.28,7.89,B1Ve,,2
1820,HD 156398,Classical,17 19 24.63,-44 13 22.90,6.659,B9.5V+...,,2
1821,HD 156831,Classical,17 20 42.59,-24 16 16.65,8.87,B3Vnne,,25
1822,HD 156702,Classical,17 20 50.61,-38 39 08.73,8.72,B1Ve,265,0
1823,HD 323154,Classical,17 23 02.35,-39 03 52.66,9.27,Oe,,0
1824,HD 157127,Classical,17 23 13.05,-38 32 56.11,9.19,B3Vnne,,0
1825,HD 157099,Classical,17 23 13.57,-42 49 45.21,8.83,B3Vne,,1
1826,iot Ara,Classical,17 23 16.08,-47 28 05.51,5.245,B2IIIne,340,9
1827,gam Ara,Classical,17 25 23.66,-56 22 39.81,3.312,B1IIe,302,54
1828,HD 157273,Classical,17 26 38.18,-63 48 54.00,8.95,B8.5Vne,,3
1829,V750 Ara,Classical,17 27 54.81,-47 01 34.40,6.652,B2Vne,310,44
1830,HD 158319,Classical,17 29 18.43,-16 35 26.97,8.87,B8Vne,,30
1831,V862 Ara,Classical,17 31 23.28,-56 55 15.47,5.987,B7IIIe,,4
1832,51 Oph,Classical or Herbig,17 31 24.95,-23 57 45.51,4.81,A0Ve,,113
1833,alf Ara,Classical,17 31 50.49,-49 52 34.12,2.836,B2Vne,290,17
1834,V864 Ara,Classical,17 33 11.35,-58 33 27.12,7.03,B7Vnnpe,,4
1835,CD-22 12093,Classical,17 33 16.80,-22 51 00.00,10.93,Be,,0
1836,V830 Ara,Classical,17 33 56.40,-45 37 38.09,8.17,B2IIpe,,3
1837,HD 317861,Classical,17 34 02.23,-32 40 39.68,9.83,B4Vne,,0
1838,Cl* NGC 6383 FJL 24,Classical,17 34 47.94,-32 35 20.29,11.38,B9Ve,,0
1839,Cl* NGC 6383 FJL 22,Classical,17 34 49.37,-32 35 22.99,12.3,A3Ve,,0
1840,HD 159489,Classical,17 37 13.84,-45 09 26.63,8.2,B1Ve,170,3
1841,V1083 Sco,Classical,17 37 30.91,-35 19 59.04,8.2,B2Vne,,0
1842,HD 159848,Classical,17 38 33.14,-37 54 32.45,9.3,B3Vnne,,0
1843,RX J1739.4-2942,Classical,17 39 33.00,-29 43 26.00,,Be,,0
1844,V862 Sco,Classical,17 40 01.04,-32 12 03.84,6.75,B5Ve,220,21
1845,V2382 Oph,Classical,17 40 23.87,-28 55 23.52,7.18,B3Vne,,21
1846,HD 160546,Classical,17 41 29.12,-22 37 27.08,10.72,B9IVe,,0
1847,V2243 Oph,Classical,17 43 11.21,-18 18 08.41,9.75,B3Vnne,,2
1848,HD 160648,Classical,17 43 24.28,-46 35 16.61,7.52,B6IIIe,,3
1849,HD 161004,Classical,17 44 14.16,-27 27 28.29,8.79,B9IVe,,0
1850,V2315 Oph,Classical,17 44 15.74,05 42 51.51,8.33,B9e,350,18
1851,V3892 Sgr,Classical,17 44 45.78,-27 13 44.50,8.69,Oe,,0
1852,CD-25 12254,Classical,17 44 57.13,-25 14 14.29,11,Be,,0
1853,HD 161306,Classical,17 45 07.70,-09 48 54.44,8.3,B0ne,,91
1854,V2385 Oph,Classical,17 46 15.19,-01 09 00.17,8.84,B8e,,15
1855,BD+23 3183,Classical,17 47 03.28,23 19 45.36,10.01,Be,,214
1856,V4375 Sgr,Classical,17 48 14.04,-28 00 53.13,9.2,Be,,0
1857,V3894 Sgr,Classical,17 48 27.84,-26 58 29.80,6.35,B4IVe,95,41
1858,HD 316341,Classical,17 48 35.53,-29 57 28.81,9.06,B0Ve,120,0
1859,HD 161774,Classical,17 48 51.35,-33 51 45.07,8.73,B8Vnne,100,0
1860,HD 316307,Classical,17 48 59.06,-28 59 04.38,10.63,Be,,0
1861,HD 161705,Classical,17 49 00.87,-41 42 48.61,8.66,B8IIIe,,1
1862,HD 161807,Classical,17 49 24.75,-38 59 01.61,7.007,B3Vne,,1
1863,HD 162428,Classical,17 50 01.23,24 28 05.07,7.103,A0e,350,328
1864,z Her,Classical,17 50 03.34,48 23 38.96,6.89,Bpshe,159,1073
1865,V868 Ara,Classical,17 50 18.87,-47 13 49.89,7.59,B6Vne,,5
1866,HD 316436,Classical,17 51 17.65,-30 08 09.19,10.4,B3IVpe,,0
1867,HD 316464,Classical,17 51 18.70,-30 37 20.43,10.4,B1Ve,,0
