angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,gaia_id,_RAJ2000_gaia2dis,_DEJ2000_gaia2dis,rest
0.098258,1004,HP CMa,Classical,06 45 31.19,-30 56 56.33,5.8,B2IIIe,,2,5584339709742670000,101.37993666932,-30.94896056178,655.54981716020
0.173718,1005,HD 49319,Classical,06 46 03.22,-39 32 24.92,6.625,B2.5IVne,245,4,5575933531029390000,101.51337381132,-39.54022039458,281.23491442850
0.209102,1006,V339 Pup,Classical,06 46 12.15,-37 46 31.17,6.193,B6Vne,220,2,5577211335339620000,101.55057584338,-37.77528182502,514.25918776526
0.070734,1007,V739 Mon,Classical,06 47 57.27,00 46 34.02,8.95,B0.5IVe,270,120,3125642697115460000,101.98860657561,0.77612349771,1536.01783601466
0.084135,1008,V715 Mon,Classical,06 49 03.66,01 00 07.43,6.15,B3IIIe,85,153,3125675682464030000,102.26522837954,1.00205500692,810.92898390653
0.075699,1009,HD 49585,Classical,06 49 08.26,00 05 22.07,9.13,B0.5IVe,310,4,3113457634378640000,102.28440166099,0.08944915835,1597.29373427540
0.153443,1010,KS CMa,Classical,06 49 15.87,-12 40 04.52,7.26,B5ne,,26,2952751331235190000,102.31608488890,-12.66790533445,539.60208825934
0.163537,1011,kap CMa,Classical,06 49 50.46,-32 30 30.52,3.515,B1.5Ve,243,14,5583216210720040000,102.46020046111,-32.50845993618,211.34912793309
0.006585,1012,HD 49787,Classical,06 49 55.52,-05 30 47.50,7.54,B1Ve,160,68,3101933412491700000,102.48133154475,-5.51319402458,1497.17124068384
0.095937,1013,HD 49888,Classical,06 50 08.09,-12 35 05.12,7.23,B3e,260,27,2952758856018710000,102.53368707162,-12.58473883494,749.18026333803
0.24803,1014,HZ CMa,Classical,06 50 23.35,-31 42 21.81,5.743,B6Vnpe,220,33,5583324035874950000,102.59726978492,-31.70599199880,192.42872814265
0.039857,1015,KU CMa,Classical,06 50 26.47,-14 06 48.11,7.99,B1.5Vnpe,,28,2949181629299360000,102.61028499440,-14.11335490530,1468.22682278202
0.096296,1016,V743 Mon,Classical,06 51 33.40,-06 57 59.45,6.583,B7IIIe,60,3348,3099471086259620000,102.88914648864,-6.96649615931,376.52838789719
0.049954,1017,V742 Mon,Classical or Herbig,06 51 45.75,05 05 03.86,6.92,B2IIIe,181,148,3129309976413270000,102.94063717806,5.08439881723,1082.42797079164
0.008314,1018,HD 50209,Classical,06 52 10.36,-00 17 43.94,8.36,B8IVe,200,119,3113277378890050000,103.04316465423,-0.29554002201,1002.56669041470
0.014722,1019,HD 50424,Classical,06 52 53.05,-10 00 26.94,8.9,B9e,,3,3050221353414490000,103.22104138152,-10.00747925348,1206.80344909021
0.042965,1020,KZ CMa,Classical,06 53 52.17,-13 11 09.10,8.68,B2Vnne,230,50,2949637033271640000,103.46736411614,-13.18586660115,1083.22037844246
0.047548,1021,HD 50850,Classical,06 54 09.20,-18 17 10.46,9.22,B3Vnne,310,1,2933867356468510000,103.53832426282,-18.28622887551,1119.82870336313
0.131476,1022,HD 50581,Classical,06 54 13.84,06 41 16.76,7.52,A0IVe,240,199,3129957352540230000,103.55763747609,6.68796667922,596.72011713807
0.044125,1023,HD 50696,Classical,06 54 22.15,00 10 54.64,8.87,B1.5IIIe,350,71,3113321943473130000,103.59228519996,0.18185485653,1255.32876121737
0.137792,1024,LL CMa,Classical,06 54 35.91,-17 55 01.89,7.63,B3Ve,,25,2933930853266210000,103.64959571582,-17.91716542526,610.19084516861
0.020519,1025,HD 50820,Classical,06 54 42.04,-01 45 23.36,6.27,B3IVe,,226,3112084447435440000,103.67517234870,-1.75648936875,2578.05062312496
0.045841,1026,HD 50891,Classical,06 54 58.82,-03 42 01.29,8.88,B0.5Ve,220,4,3102740625824430000,103.74509593859,-3.70035635574,2609.97293489409
0.052584,1027,V744 Mon,Classical,06 55 13.65,05 26 02.44,7.85,B1.5Ve,267,137,3129524454196870000,103.80686368843,5.43400180770,831.06846285924
0.103402,1028,V746 Mon,Classical,06 56 19.09,-03 48 25.51,8.06,B1.5IVe,215,64,3102550028054340000,104.07951464905,-3.80707619835,1571.65411813924
0.110236,1029,HD 50658,Classical,06 56 32.06,46 16 26.39,5.841,B8IIIe,235,222,954333422410452000,104.13355454481,46.27402049629,315.25433637606
0.055877,1030,HD 51404,Classical,06 57 01.43,-06 13 05.64,9.41,B1.5Ve,335,3,3100850118660620000,104.25594348121,-6.21823812034,1305.52013524097
0.079004,1031,HD 266894,Classical,06 57 01.99,09 16 13.44,10.66,Be,,2,3157561794546130000,104.25831390076,9.27039972311,4940.78769267373
0.045001,1032,V644 Mon,Classical,06 57 09.38,-10 49 28.07,6.89,Ape,,36,3049168983344990000,104.28909604950,-10.82446337897,1301.41990166540
0.025577,1033,HD 51452,Classical,06 57 20.62,-04 11 37.40,8.08,B0IVe,298,33,3102472619864950000,104.33591653616,-4.19372932584,2208.23943819613
0.067722,1034,QY Gem,Classical,06 57 42.90,17 54 07.24,7.15,B3ne,,845,3364353096774140000,104.42874775372,17.90199242115,607.84025857644
0.030024,1035,HD 51506,Classical,06 57 55.99,06 32 56.93,7.69,B2.5IVe,172,249,3129909764303360000,104.48328950222,6.54913916429,741.82229181883
0.041329,1038,HD 52159,Classical,06 59 42.64,-11 09 26.61,9.63,B3Vne,110,1,3049088409759050000,104.92767611819,-11.15738489826,1074.34919168453
0.092666,1039,LQ CMa,Classical,06 59 44.55,-28 23 58.99,7.206,B4Vne,420,3,5608925957971890000,104.93560688279,-28.39969923073,786.90573995537
0.040105,1040,LP CMa,Classical,06 59 46.46,-16 12 02.74,9.19,B2IVnpe,210,3,2935739893492210000,104.94357368636,-16.20075492359,1762.99102782610
0.186281,1041,HD 53048,Classical,07 00 10.39,-56 54 25.22,7.92,B6Vne,,5,5484134029618650000,105.04324026577,-56.90696208275,950.65971055718
0.057301,1042,FU CMa,Classical,07 00 19.36,-22 07 08.62,6.513,B3Vnne,190,26,2928790052294960000,105.08066689279,-22.11904519551,5233.27149345592
0.101413,1043,HD 52812,Classical,07 01 33.61,-27 13 22.60,6.935,B3Ve,,1,5610688990507130000,105.39001563465,-27.22292839108,929.37249436886
0.071768,1045,BD-06 1895,Classical,07 02 13.67,-06 18 08.76,9.93,Be,,1,3052856019489200000,105.55696944986,-6.30244992661,1939.43208115848
0.110279,1046,19 Mon,Classical,07 02 54.78,-04 14 21.24,4.99,B1Ve,270,2983,3101768554465440000,105.72822129260,-4.23922243482,388.02632378519
0.054838,1047,HD 53032,Classical,07 03 23.63,-02 44 38.57,9.36,A2e,,2,3108678843306720000,105.84845162075,-2.74403354453,2858.44452017419
0.18424,1048,V749 Mon,Classical,07 03 37.18,-02 28 27.02,7.2,B4IVe,203,47,3108825117015130000,105.90486565654,-2.47417690991,442.93451999279
0.163432,1049,HD 53416,Classical,07 05 34.68,14 28 23.20,7.05,B8e,,82,3353689792489910000,106.39446382003,14.47308223663,371.42138828974
0.069497,1050,HD 53667,Classical,07 05 35.22,-08 43 43.97,7.76,B0IIIe,110,63,3051481565537170000,106.39674096982,-8.72886343815,3393.65834282976
0.122182,1051,HD 54086,Classical,07 06 52.31,-14 41 54.34,9.19,B5IIIe,,1,2936336893947350000,106.71792405932,-14.69843504487,1004.11244778815
0.114303,1052,BD-13 1825,Classical,07 06 58.23,-13 40 35.19,9.46,Be,,0,3044544918478330000,106.74259341632,-13.67643352100,7470.87645924911
0.103027,1053,FV CMa,Classical,07 07 22.59,-23 50 26.59,5.71,B2Vnne,195,32,2927447308080630000,106.84409806929,-23.84070487576,903.20963373138
0.034439,1054,HD 54464,Classical,07 08 47.99,-04 03 26.84,8.4,B2.5IIIe,162,39,3107547347067360000,107.19996792370,-4.05745560403,1550.44027094126
0.052002,1055,V647 Mon,Classical,07 08 58.76,-01 00 56.91,9.33,B1Vne,,28,3109416826068310000,107.24482114068,-1.01580058460,7149.56162392173
0.056983,1056,LY CMa,Classical,07 09 36.98,-16 05 46.82,9.01,B1.5IIe,,3,2935943990338330000,107.40407135577,-16.09632802113,5076.74933784251
0.100834,1057,HD 54858,Classical,07 10 11.35,-09 20 10.71,8.19,A0IIe,,2,3048206670152960000,107.54726607715,-9.33629621136,526.07724283554
0.072061,1058,HD 55014,Classical,07 10 46.12,-11 34 26.63,7.77,B7Vne,,3,3045412742387190000,107.69214761041,-11.57407111084,616.63238978728
0.008147,1059,BD-14 1751,Classical,07 10 54.46,-14 21 26.20,9.81,Be,,0,3032391329260320000,107.72691485484,-14.35727920606,2654.99261284341
0.135062,1060,HD 55135,Classical,07 11 20.85,-10 25 43.78,7.32,B2.5Ve,244,65,3046384607585550000,107.83683909545,-10.42881510318,538.98310827745
0.124515,1061,HD 55271,Classical,07 11 20.93,-21 48 11.84,6.92,B5Ve,,27,2928252288030990000,107.83718117634,-21.80326521341,408.61065968456
0.075411,1062,HD 55566,Classical,07 12 15.55,-27 51 47.85,8.92,B6Vne,,0,5609883559579780000,108.06478536233,-27.86327147409,851.44628671363
0.019999,1063,HD 55439,Classical,07 12 34.81,-09 50 42.10,8.59,B2Ve,,21,3047941344254200000,108.14504099733,-9.84502226173,1285.06667945877
0.102679,1064,HI CMa,Classical,07 12 45.48,-15 30 06.44,7.83,B2Vne,,3,3032054981781570000,108.18947190327,-15.50177991862,2119.64650695201
0.025967,1065,HD 55606,Classical,07 13 34.10,-02 04 39.11,9.04,B0.5Ve,350,68,3108483031460250000,108.39207756245,-2.07753488786,1090.37306266912
0.110103,1066,27 CMa,Classical,07 14 15.21,-26 21 09.03,4.65,B3IIIe,280,27,5610288149803050000,108.56334982874,-26.35248767794,345.39016785669
0.08618,1067,HD 55806,Classical,07 14 38.46,02 54 06.92,9.15,B7IIIe,202,38,3115266915121550000,108.66022650323,2.90191749081,885.47662299555
0.183479,1068,ome CMa,Classical,07 14 48.65,-26 46 21.61,4.028,B2IVe,85,85,5610257226031510000,108.70266875523,-26.77263271583,206.57703250531
0.067753,1069,HD 56039,Classical,07 14 59.91,-11 52 13.47,8.28,B5Ve,,2,3045236854886500000,108.74961189206,-11.87039456199,564.96487408631
0.050204,1070,HD 56600,Classical,07 17 03.41,-16 36 28.13,9.85,B7.5Vnne,,1,2934917252639110000,109.26422251345,-16.60781702365,1299.59765343740
0.047995,1071,BD-20 1834,Classical,07 17 28.47,-21 04 00.09,9.88,Be,,0,2929720514010460000,109.36862941337,-21.06667898673,2864.48505137833
0.057085,1072,HD 56670,Classical,07 17 36.40,-09 24 51.93,9.66,B0.5Ve,,0,3048017485434930000,109.40165075292,-9.41442276969,3737.88261324103
0.045864,1073,HD 56806,Classical,07 17 47.03,-18 48 59.22,9.41,B4Vne,,0,2931365757054970000,109.44594500315,-18.81644823874,5037.17627301190
0.058412,1074,MU CMa,Classical,07 18 09.64,-15 37 41.98,8.96,B5IIe,,3,3031255533742390000,109.54015360457,-15.62831752909,5428.79401173020
0.151425,1075,NV Pup,Classical,07 18 18.39,-36 44 02.23,4.7,B2Ve,220,6,5589411172766670000,109.57658380996,-36.73392670967,222.08909780373
0.233937,1076,NW Pup,Classical,07 18 38.19,-36 44 33.85,5.088,B2IVne,80,2,5589416086209310000,109.65905138099,-36.74270886187,277.57549122514
0.076826,1077,HD 57551,Classical,07 19 59.38,-40 29 41.60,9.87,B8IIIe,,2,5561595242271180000,109.99739824240,-40.49487279203,217.25271193196
0.066907,1078,HD 57393,Classical,07 20 05.89,-24 05 07.86,9.13,B3Vnne,,0,5617719680177620000,110.02454519178,-24.08549836207,1403.15910932881
0.010583,1079,HD 57386,Classical,07 20 42.98,-08 25 15.70,8,B1.5Vnnpe,,5,3048595897270020000,110.17908062234,-8.42102898222,604.00021592995
0.301065,1080,HD 57682,Classical,07 22 02.05,-08 58 45.77,6.403,O9Ve,,689,3047763601330840000,110.50860299531,-8.97932289899,1201.76822719042
0.035899,1081,HD 57775,Classical,07 22 24.83,-10 49 21.45,9.36,Be,,1,3046882033520660000,110.60344853157,-10.82262759903,3439.53588556721
0.065918,1082,HD 57910,Classical,07 22 28.52,-23 01 32.16,9.47,B5Ve,,0,5617935974731920000,110.61882237209,-23.02558471886,1075.83674128644
0.196774,1083,BD-20 1891,Classical,07 22 36.26,-20 54 34.73,9.2,Be,,0,2929772392908350000,110.65102544187,-20.90965516623,1983.74979206166
0.098966,1084,NN CMa,Classical,07 22 43.32,-26 00 40.84,7.18,B1.5IInne,,21,5616172736038730000,110.68047106066,-26.01133553870,3989.60350774950
0.091737,1085,BD-17 1944,Classical,07 22 58.74,-17 57 00.33,10.6,Be,,0,2931491071326130000,110.74476485740,-17.95011287011,3836.29933963015
0.17816,1086,NO CMa,Classical,07 23 00.70,-31 55 25.61,5.43,B5IIIne,,21,5592867453213990000,110.75286535837,-31.92375704582,325.23976859246
0.086362,1087,HD 58127,Classical,07 23 37.74,-14 06 00.62,7.58,B6e,240,24,3031933176509890000,110.90723153409,-14.10015626154,554.55839125138
0.024697,1088,OT Gem,Classical,07 24 27.65,15 31 01.91,6.448,B2Ve,130,1776,3167149432858680000,111.11520182686,15.51719443690,469.47676295221
0.344067,1089,FW CMa,Classical,07 24 40.19,-16 12 05.30,5.2,B2Vne,43,74,3028075299444710000,111.16742484466,-16.20156222369,291.69671760151
0.11912,1090,BD-19 1871,Classical,07 24 57.49,-20 06 58.50,10.04,Be,,0,2930212369359290000,111.23950704680,-20.11624382751,4679.51143754450
0.193383,1091,HD 59197,Classical,07 26 59.45,-41 37 44.73,8.1,B6Ve,,2,5560508035728370000,111.74764672595,-41.62906400717,842.34532594796
0.085319,1092,FY CMa,Classical,07 26 59.48,-23 05 09.68,5.56,B1IIe,375,2734,5618635367207940000,111.74781320493,-23.08600742984,575.90431116984
0.976742,1093,bet CMi,Classical,07 27 09.04,08 17 21.54,2.886,B8Ve,230,851,3143264535611160000,111.78744896060,8.28915173564,49.40660750496
0.294647,1094,RY Gem,Classical,07 27 24.17,15 39 34.70,8.68,A2Ve,,151,3168597794613110000,111.85075120854,15.65956821723,435.81816151515
0.044613,1095,V370 Pup,Classical,07 27 51.00,-16 05 37.97,8.48,B2Vne,,28,3028399346138620000,111.96250735420,-16.09387037493,1652.04391875015
0.056254,1096,HD 59281,Classical,07 28 12.33,-27 23 58.81,8.42,B4Vne,,0,5612793318331120000,112.05136743425,-27.39965533580,470.60500321012
0.345721,1097,BD-13 2040,Classical,07 29 07.22,-13 46 11.62,8.72,B3e,,2,3033261627076940000,112.28003217555,-13.76981226423,1247.14526099375
0.141005,1098,HD 59498,Classical,07 29 22.78,-21 52 09.18,7.79,B5IVe,,1,5619935161745840000,112.34487720093,-21.86920278494,797.18354531164
0.094723,1099,V373 Pup,Classical,07 29 27.97,-21 51 31.03,7.73,B2Vne,,1,5619935299184790000,112.36651928581,-21.85860329376,892.92381571608
0.077829,1101,BD-10 2073,Classical,07 29 58.91,-11 15 48.68,10.34,Be,,0,3034973875918310000,112.49545843294,-11.26350060324,2389.57578472871
0.050005,1103,HD 60220,Classical,07 32 20.08,-27 53 57.59,9.45,B9Vspe,,0,5611955559189440000,113.08365234164,-27.89933627040,701.29575210520
0.063848,1104,CD-32 4140,Classical,07 33 00.27,-32 33 11.03,10.6,Be,,2,5592176100919530000,113.25110850938,-32.55305287318,6526.24452457008
0.006242,1105,HD 60260,Classical,07 33 11.24,-11 36 42.21,9.04,B5e,,2,3034153021768170000,113.29683475200,-11.61172396297,2340.99456933878
0.104351,1106,HD 60307,Classical,07 33 18.63,-13 07 05.81,8.74,B3e,220,1,3033423461444790000,113.32760319866,-13.11826082251,1989.76036963856
0.148801,1107,EM* MWC 846,Classical,07 33 19.93,-11 45 33.85,11.37,Be,,0,3034137697325320000,113.33300777479,-11.75942742549,4423.43215736035
0.088314,1109,HD 60669,Classical,07 33 50.88,-40 55 47.81,9.76,B8IIIe,,2,5536564383327720000,113.46196771682,-40.92994459315,949.72176206886
0.132014,1110,z Pup,Classical,07 33 51.04,-36 20 18.21,5.41,B3Vne,273,5,5587933566581110000,113.46263363768,-36.33836643064,362.01002582738
0.087632,1111,HD 60794,Classical,07 34 06.86,-46 38 37.69,8.73,B4IIIe,,3,5507570360482030000,113.52860280661,-46.64378243553,785.91206039290
0.086408,1112,CD-22 4761,Classical,07 35 47.51,-22 52 38.92,10.21,Be,,0,5618830938529130000,113.94793269642,-22.87747351334,3622.66261441149
0.149472,1113,V763 Mon,Classical,07 35 57.80,-03 22 05.89,7.83,B5e,160,31,3060763264739940000,113.99079185555,-3.36830584957,872.57876027681
0.065575,1114,V378 Pup,Classical,07 36 03.89,-14 29 33.98,5.656,B2.5Ve,240,198,3030030574719300000,114.01618971738,-14.49276958746,483.14227575430
0.146169,1115,HD 61025,Classical,07 36 18.12,-24 36 35.31,7.89,B2Vne,,1,5615098199632540000,114.07545875387,-24.60979276612,5102.29375146050
0.03493,1116,BN Gem,Classical,07 37 05.73,16 54 15.30,6.921,O8Vpev,362,475,3169064674738670000,114.27388072214,16.90424198952,2561.65445427579
0.216932,1117,V380 Pup,Classical,07 37 25.23,-33 30 26.93,9.64,B8e,,1,5591831159198770000,114.35511080084,-33.50742147130,1353.66409154862
0.087524,1118,HD 61355,Classical,07 37 28.73,-32 23 47.51,8.68,B4Ve,,2,5592052062263650000,114.36968468876,-32.39651668098,1206.93564230099
0.05146,1119,BD-10 2133,Classical,07 37 37.79,-10 58 20.44,10.39,Be,,1,3040284482717110000,114.40746178310,-10.97233055698,3755.58274892206
0.09487,1120,HD 61224,Classical,07 37 38.80,-14 26 26.75,6.526,B8.5IVe,250,98,3030023427893450000,114.41164036835,-14.44075711525,497.52321340800
0.061652,1121,HD 61205,Classical,07 37 42.81,-12 45 33.54,9.51,A0IVe,,2,3033781386836120000,114.42835854009,-12.75931070271,665.47690854426
0.123028,1122,CD-24 5721,Classical,07 39 06.15,-24 45 04.85,10.98,Be,200,0,5615056663019260000,114.77565777968,-24.75136400733,3611.54418128957
0.082685,1123,CD-28 4667,Classical,07 39 28.56,-29 09 58.11,9.98,Be,,0,5599764822788090000,114.86901679095,-29.16612398730,1949.40092170801
0.072366,1124,BD-11 2043,Classical,07 39 42.24,-12 15 33.38,9.59,Be,,1,3033914530822190000,114.92600148311,-12.25925217276,3430.37187610366
0.077622,1126,V468 Pup,Classical,07 39 57.99,-37 34 45.92,6.004,B6IVe,,0,5586820585936040000,114.99162504580,-37.57944378389,526.64070431098
0.179745,1128,HD 62367,Classical,07 43 32.13,-04 40 50.38,7.13,B9e,,55,3056623603460520000,115.88382602375,-4.68067160994,453.51759944862
0.076769,1129,HD 62532,Classical,07 43 45.34,-17 56 46.33,8.39,B3Vnne,,22,5717022897474290000,115.93890171580,-17.94618688960,2515.10681417082
0.07086,1130,HD 62533,Classical,07 43 47.06,-18 00 43.16,9.89,B3Vne,,1,5717009325377650000,115.94608826692,-18.01200800480,405.61784713319
0.062673,1131,V387 Pup,Classical,07 43 47.91,-40 18 33.56,6.568,B2Vne,,1,5536787996507690000,115.94960368709,-40.30931598201,436.72331551539
0.168175,1132,HD 62894,Classical,07 44 15.56,-43 01 04.19,9.6,B8e,,2,5535509638143490000,116.06481145828,-43.01778666356,1016.39969941493
0.058646,1133,HD 62654,Classical,07 44 21.00,-21 45 03.38,9.91,B8e,,0,5712090728832730000,116.08751245487,-21.75092741874,4518.32965507873
0.081786,1134,HD 62780,Classical,07 44 35.28,-26 56 42.09,9.2,B2Ve,,0,5601752915921800000,116.14699146917,-26.94500359229,3386.03301637602
0.134976,1135,HD 62729,Classical,07 44 52.76,-16 07 20.04,8.3,B3e,190,2,3028820905767130000,116.21979580646,-16.12222303423,897.40322353627
0.763079,1136,CD-23 6121,Classical,07 45 08.40,-24 07 54.12,10.38,Be,,0,5614797758079690000,116.28501516589,-24.13148848600,6026.09016977383
0.052345,1137,HD 62959,Classical,07 45 11.44,-30 43 19.50,9.36,B1.5Vne,,1,5598627687246630000,116.29765098741,-30.72207787946,1944.91752665198
0.211518,1140,HD 63150,Classical,07 45 55.14,-36 29 53.28,8.64,B0.5Vnne,260,1,5587358934317460000,116.47968206832,-36.49811165309,1333.94955695938
0.12424,1141,CD-29 4913,Classical,07 45 58.99,-29 33 16.15,11.1,O9Vpe,,0,5598985204630790000,116.49582766260,-29.55447160064,9320.66184283885
0.143372,1142,HD 63453,Classical,07 46 00.01,-56 11 36.63,9.16,B9Vne,,4,5487792693218000000,116.50001055567,-56.19347246639,630.58862140460
0.325434,1143,V392 Pup,Classical,07 46 10.54,-37 56 01.21,5.87,B7Ve,,2,5538805188030100000,116.54383662121,-37.93360474529,202.98359781467
0.082274,1144,CD-26 4955,Classical,07 46 36.20,-26 41 40.02,10.5,Oe,,0,5601808677468880000,116.65080892232,-26.69444316933,2564.60522410870
0.236848,1145,FF Cam,Classical,07 46 52.85,81 40 56.79,7.9,B9e,,3347,1148489716832710000,116.72003323883,81.68238094682,329.70902758473
0.078319,1147,BD-20 2183,Classical,07 46 59.13,-21 09 41.53,9.98,Be,,0,5712225208539020000,116.74639787777,-21.16153185609,3546.56248806210
0.089676,1148,HD 63359,Classical,07 47 31.99,-26 40 54.88,9.16,B0Ve,,0,5601828747862910000,116.88330075761,-26.68188756280,4686.22353815789
0.138564,1149,HD 63423,Classical,07 47 35.40,-30 32 55.06,7.87,B1IIe,,2,5598598726294960000,116.89746401434,-30.54860495134,1909.43918843054
0.191335,1150,omi Pup,Classical,07 48 05.17,-25 56 13.81,4.5,B1IVnne,435,141,5602287587812530000,117.02148686453,-25.93714954378,307.86454889732
0.116051,1152,HD 63988,Classical,07 49 52.22,-40 54 52.35,7.082,B8Ve,,2,5537457977047570000,117.46756397211,-40.91451294186,609.46997805227
0.179223,1154,HD 64831,Classical,07 52 22.27,-59 29 35.20,7.83,B8Vne,,4,5294045103587640000,118.09275626378,-59.49306468421,420.39931902015
0.062173,1155,HD 64109,Classical,07 52 22.63,03 50 35.33,7.99,B8e,260,130,3089337196822410000,118.09428029235,3.84313420421,461.84420742039
0.065134,1156,V403 Pup,Classical,07 52 30.07,-21 59 59.10,9.1,B2.5Vnne,,1,5712253284750390000,118.12527666601,-21.99973842812,1411.18605489978
0.143565,1158,HD 64716,Classical,07 53 11.88,-45 13 07.47,8.44,B6Ve,,2,5531120769973050000,118.29946805467,-45.21870874251,551.59332795967
0.063111,1159,HD 64639,Classical,07 53 51.91,-24 48 17.26,9.75,B9nne,,0,5698533402559550000,118.46629088084,-24.80477692804,2286.12196160602
0.170641,1160,V496 Pup,Classical,07 55 17.21,-32 27 24.84,11.86,Be,,0,5594429481281410000,118.82176369126,-32.45690805560,3486.69702714748
0.107261,1161,CD-29 5159,Classical,07 55 42.49,-29 33 53.58,10.71,B0Ve,,0,5597252305589380000,118.92702222918,-29.56485879988,3437.03847756738
0.945097,1162,CD-27 4743,Classical,07 55 49.90,-28 09 11.88,10.63,Be,,0,5600501564298430000,118.95809675754,-28.15309093537,4205.31173620288
0.206758,1163,HD 65663,Classical,07 56 15.77,-61 05 57.95,6.741,B8Ve,,3,5290664483291170000,119.06565694831,-61.09937876944,777.57364269301
0.04259,1164,BT CMi,Classical,07 57 03.99,02 57 03.04,7.77,B2Vne,,84,3088286686477370000,119.26663630151,2.95084089821,793.47487576689
0.359751,1165,CD-28 5151,Classical,07 57 20.79,-28 37 58.28,11.4,B2Ve,,0,5600415978500350000,119.33658931364,-28.63276066048,186.52229873000
0.485602,1166,CD-28 5154,Classical,07 57 24.91,-28 42 06.84,10.98,B1Vnpe,,0,5600412508154900000,119.35393149179,-28.70195615537,3995.81094607885
0.294378,1167,V373 Car,Classical,07 57 45.92,-60 49 34.39,8.98,Be,,4,5290721451737250000,119.44132648657,-60.82630114808,1149.34405678545
0.185292,1168,V374 Car,Classical,07 58 50.55,-60 49 28.06,5.81,B2IVnpe,200,5,5290767631226220000,119.71058782930,-60.82441293628,398.75049569159
0.091466,1169,CD-32 4657,Classical,07 58 54.96,-32 33 27.69,9.53,Be,,2,5594464940532130000,119.72897400216,-32.55767880659,1179.82120744125
0.110941,1170,HD 65930,Classical,07 59 00.73,-48 22 34.72,6.842,B2IIIe,,4,5517782972382020000,119.75301574491,-48.37628555309,529.11066569342
0.085984,1171,V408 Pup,Classical,07 59 05.20,-25 16 36.98,9.28,B2.5IIIe,,0,5698235748454080000,119.77164621718,-25.27692377150,3226.60814762098
0.134989,1172,CD-28 5235,Classical,07 59 22.16,-28 54 23.82,10.07,B1Ve,,0,5597764368772200000,119.84229787841,-28.90659562654,2559.66427890594
0.052019,1173,V695 Mon,Classical,08 00 44.13,-02 52 54.91,6.51,B2.5Ve,140,165,3081167451770690000,120.18386161388,-2.88191396157,684.14750423993
0.091388,1174,5 Cnc,Classical,08 01 30.29,16 27 19.12,5.983,B9.5Vne,,632,655229563455637000,120.37621931359,16.45528801270,160.03322622589
0.103166,1176,CD-31 5475,Classical,08 04 11.22,-31 24 21.74,9.73,B3Vpe,,0,5595956462420490000,121.04674065564,-31.40601136369,1948.98081548724
0.061225,1177,CD-30 5559,Classical,08 04 28.58,-30 58 21.25,10.44,Be,,0,5596160593623750000,121.11906433292,-30.97257432670,4763.37375033976
0.342325,1179,[O92] 349,Classical,08 08 02.81,-31 35 45.96,12.83,B1IIIe,,0,5595900348659340000,122.01180117844,-31.59615280336,6949.26658050934
0.201412,1180,WRAY 15-162,Classical,08 08 03.91,-32 13 28.92,12.45,Bpe,,0,5547808156731570000,122.01635743682,-32.22470586856,3612.64397940045
0.164715,1181,V420 Pup,Classical,08 08 19.36,-23 37 04.04,6.53,B3IVe,90,101,5698167991043690000,122.08061924323,-23.61777455590,506.63808817150
0.187531,1182,HD 67985,Classical,08 08 21.88,-47 09 28.72,8.89,B8Vne,,4,5519261609365470000,122.09112740734,-47.15793304624,574.83237289924
0.14673,1183,HD 68423,Classical,08 08 24.64,-63 48 02.96,6.313,B6Ve,,2,5277219758184460000,122.10259039611,-63.80079925772,255.42872081556
0.152223,1184,PQ Pup,Classical,08 08 37.64,-37 40 52.40,6.351,B4Ve,,5,5541099112885190000,122.15680103214,-37.68118854067,707.07560312149
0.066773,1185,HD 67978,Classical,08 08 41.54,-42 03 22.88,8.75,B2Vnne,,2,5533371813887740000,122.17307360962,-42.05633847041,1405.30371724170
0.763261,1186,[O92] 358,Classical,08 08 54.50,-31 48 09.00,12.83,B2.5IVe,,0,5547855199524230000,122.22724518837,-31.80266133721,4552.71012243802
0.115492,1189,V426 Pup,Classical,08 11 54.82,-30 12 42.83,7.76,B2IIIe,,1,5596457255602750000,122.97838170286,-30.21188643963,1263.54281335293
0.083014,1190,HD 68468,Classical,08 12 00.39,-14 10 08.37,8.73,B3npshe,,50,5724905021448170000,123.00162361553,-14.16896864644,723.62241874875
0.049528,1191,Cl* Ruprecht 55 DE 4,Classical,08 12 10.49,-32 30 28.30,13.47,B2Vne,,0,5547563450987700000,123.04369383021,-32.50785481164,9427.54496433483
0.253559,1192,Cl* Ruprecht 55 DE 32,Classical,08 12 12.60,-32 28 15.18,11.33,B0IIIe,,1,5547563794585040000,123.05243966823,-32.47083465055,5140.20250284870
0.115673,1193,HD 69026,Classical,08 12 20.93,-55 21 10.28,8.44,B1.5Ve,,2,5319246150616280000,123.08716247924,-55.35283677181,1001.76802375865
0.22253,1195,r Pup,Classical,08 13 29.52,-35 53 58.27,4.81,B1.5IIIe,145,29,5544672044638400000,123.37294877412,-35.89947362845,460.30382465709
0.13391,1196,HD 69168,Classical,08 13 45.65,-46 34 43.27,6.478,B2Ve,,3,5519360531052370000,123.44016193396,-46.57866696748,414.80401724038
0.06136,1197,CD-27 5181,Classical,08 14 03.70,-28 19 25.81,10.9,Be,,0,5692994376519380000,123.51539772394,-28.32383258110,181.23295587132
