#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,EDR3Name,Plx,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,RVDR2,GLON,GLAT,Tefftemp,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,HR1_x,HR2_x,HR3,HR4,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,HRhm,HRhs,HRms,VaKSb,VaKPb,VaGLb,Vib,_2SXPS,HR1_y,HR2_y,FPO0,FPU0,NH1H,Gamma,flags
743,105 Tau,Classical,5.92,B2Ve,200,211,76.981,21.704825,743.0,Gaia EDR3 3415147613398691200,3.2854,0.396,-6.606,0.263,91.4,5.723025,5.853281,5.436841,,181.3428417321,-11.0855030082,,1.446747677605789e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
744,HD 33453,Classical,8.03,B8Vne,290,3,77.11020833333333,-40.91242222222222,744.0,Gaia EDR3 4813168539217307776,2.8357,-1.223,12.223,0.279,50.9,8.018543,7.963387,8.088905,,245.403038993,-36.2148412297,,1.7465683819673542e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
745,lam Eri,Classical,4.249,B2IVne,318,766,77.28658333333333,-8.754080555555555,745.0,Gaia EDR3 3182891931108590336,3.6256,1.726,-2.276,1.547,4510.0,4.243453,4.117129,4.385517,,209.1402190427,-26.6855551813,,5.652253011133192e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J050908.8-084514,1.79492e-14,4.3213e-14,1.99075e-14,8.32142e-15,2.46074e-15,9.60336e-14,9.21941e-14,0.498744,-0.335595,-0.739248,-0.878474,0.016442,0.349043,0.118068,0.0,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia,XMM"
746,V413 Aur,Classical,8.13,B1Ve,,227,77.48512500000001,37.004447222222225,746.0,Gaia EDR3 185767888290202880,0.9026,-0.461,-3.282,0.135,16.9,8.211032,8.319012,7.964306,,169.141385404,-1.7263251691,,1.4628169834061047e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
747,V414 Aur,Classical,8.24,B2Vne,300,41,77.70083333333334,41.00289444444444,747.0,Gaia EDR3 201017083777515136,0.7552,0.13,-2.341,0.171,30.3,8.082074,8.100268,7.963006,,166.021973985,0.7811059602,,1.647301879286397e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
748,SX Aur,Classical,8.55,B1Vne,,116,77.928875,42.16535555555556,748.0,Gaia EDR3 201219084678708992,0.7396,-0.677,-1.807,0.211,61.3,8.647108,8.590369,8.546824,,165.185108505,1.605949965,,9.789479333441146e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
749,HD 277707,Classical,10.41,Bpe,,2,78.04841666666667,39.555661111111114,749.0,Gaia EDR3 188871362942801920,0.3548,1.15,-1.872,0.139,33.5,10.084607,10.331892,9.643859,,167.3462501942,0.1398380778,,2.604713697515803e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
750,V415 Aur,Classical,7.82,B2Vnne,,44,78.06041666666667,41.215205555555556,750.0,Gaia EDR3 201117517292936192,0.963,0.777,-5.911,0.122,14.7,7.698306,7.895973,7.289387,,166.0107281008,1.1251043221,,2.345742810281746e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
751,HD 241570,Classical,10.29,B5ne,,2,78.22479166666666,21.96726388888889,751.0,Gaia EDR3 3415049688144497152,0.3077,1.496,-1.594,0.149,38.0,10.097779,10.259261,9.776033,,181.7986333679,-9.9895194518,,2.573304585434848e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
752,V416 Aur,Classical,7.38,B2Vpe,,68,78.30554166666667,40.193530555555554,752.0,Gaia EDR3 188925101571287168,0.9073,0.34,-5.055,0.197,41.4,7.275826,7.311854,7.144605,,166.946477812,0.6746134731,,3.4615642255609553e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
753,[L72] LH 39-17,Classical,15.23,B0.5Ve,,0,78.52516666666668,-69.54108055555555,753.0,Gaia EDR3 4658209035461196032,-0.0572,2.018,0.152,0.164,3.59,15.595911,15.500557,15.733789,,280.4132327262,-33.7386553183,,1.6264413005025466e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
754,[L72] LH 39-21,Classical,14.099,B1IIIe,,0,78.55508333333333,-69.55678055555556,754.0,Gaia EDR3 4658208971121047680,-0.0395,1.992,0.161,0.071,2.0,14.027978,13.984342,14.032201,,280.4289374056,-33.7252272906,,6.893052621139298e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
755,[L72] LH 39-23,Classical,15.54,B2IIIe,,0,78.56220833333334,-69.52941944444444,755.0,Gaia EDR3 4658209383437885568,-0.0437,1.76,0.37,0.174,4.02,15.513774,15.50166,15.392168,,280.39613805,-33.7286662587,,1.754256901915038e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
756,EM* MWC 485,Classical,11.5,Be,,1,78.61250000000001,32.8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
757,EM* CDS 477,Classical,11.1,B1Vpe,,0,78.76020833333332,36.69860833333333,757.0,Gaia EDR3 187012432374018944,0.3067,-0.231,-1.636,0.116,16.1,10.875838,11.276869,10.287221,,169.9892891251,-1.0812552093,,1.2568041146892693e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
758,RX J0516.0-6916,Classical,15.0,Be,,0,79.00041666666667,-69.2692,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15241.0,0.49,0.205,3.455e-13,4.40e-13,1.752e+21,1.39,BeSS
759,12 Aur,Classical,6.95,B5e,,466,79.11283333333334,46.416063888888885,759.0,Gaia EDR3 211805079552264832,1.5264,-3.321,-1.106,0.165,22.5,6.782702,6.884334,6.520037,,162.2217560591,4.7735133177,,5.451575032867111e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
760,HD 34257,Classical,8.1,B5e,220,55,79.39870833333333,33.59348611111111,760.0,Gaia EDR3 181974985492583680,1.5056,3.543,-4.916,0.518,173.0,8.05617,8.094699,7.90884,,172.823474686,-2.4559515971,,1.6870765694955203e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
761,[HP99] 946,Classical,14.4,O8e,,0,80.12870833333334,-69.5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
762,MZ Aur,Classical,8.16,B1.5IVnpe,,147,80.13766666666668,36.63223055555556,762.0,Gaia EDR3 184056120484504192,0.9831,-0.63,-4.017,0.187,22.0,8.262623,8.271921,8.165328,,170.6810220759,-0.2171709845,,1.3949337880959917e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
763,AN Col,Classical,6.065,B2Vnpe,350,26,80.32025,-34.34505277777778,763.0,Gaia EDR3 4823162172201408128,2.6605,-0.103,7.591,0.552,423.0,6.105638,6.003196,6.220839,,238.067217542,-32.6104270483,,1.0170623878265373e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
764,V1369 Ori,Classical,6.52,B5Vpe,215,263,80.33045833333334,4.011947222222222,764.0,Gaia EDR3 3236979759935825920,2.3458,-2.268,-11.671,0.347,210.0,6.495839,6.435101,6.554963,,198.5337459227,-17.9545583613,,7.100144605364237e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
765,V420 Aur,Classical,7.45,B0IVpe,,232,80.64679166666667,37.67601111111111,765.0,Gaia EDR3 184497471323752064,0.7214,1.305,-3.999,0.182,23.8,7.231733,7.376429,6.921238,,170.0533880272,0.7103172589,,3.6050358998003524e-12,EXO 051910+3737.7,,o,V420 Aur,719,,7.51,,,0.14,,,-0.86,0.42,,,"74,604,676",6.696,,6.507,,6.23,,1.0,,,"215,850",,,,,,B0 IVpe,1H 0521+373,HD 34921,,Simbad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia,HMXB"
766,[BE74] 570,Classical,11.28,Be,,3,80.64908333333334,-70.40343888888889,766.0,Gaia EDR3 4651930553537068672,0.6267,-0.378,11.765,0.0,0.0,10.836689,11.517546,10.046845,-7.34,281.2406632736,-32.84781746,4500.0,1.3029483309173145e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
767,Cl* NGC 1893 SPOP h,Classical,13.5,Be,,0,80.67925,33.41816388888889,767.0,Gaia EDR3 181174403587604224,0.3285,-0.367,-1.45,0.022,0.44,13.18633,13.665332,12.506194,,173.5776828536,-1.6796248989,,1.496479575766287e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
768,Cl* NGC 1893 CUF 3104,Classical,13.91,B1.5Ve,,0,80.692,33.41606111111111,768.0,Gaia EDR3 181174025630479360,0.2958,-0.386,-1.494,0.0,0.0,13.850117,14.061672,13.45919,,173.5854800131,-1.6720106343,,8.119999338930533e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
769,HD 280999,Classical,9.93,Be,,2,80.81204166666666,37.71491666666667,769.0,Gaia EDR3 184503106320806528,1.0305,-0.466,-0.799,0.122,17.4,9.922061,9.97644,9.767532,,170.0953074614,0.8401505926,,3.02536928824756e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
770,BI 156,Classical,12.87,Be,,0,80.92,-71.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
771,eta Ori,Classical,3.38,B0.5Ve,170,715,81.11925,-2.3971472222222223,771.0,Gaia EDR3 3214077516844988800,1.5783,-0.483,-1.248,2.025,6200.0,3.61537,3.489048,3.710933,,204.8657399232,-20.3915879742,,1.0079866816338631e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
772,25 Ori,Classical,4.873,B1Vpe,263,447,81.18679166666666,1.8464444444444443,772.0,Gaia EDR3 3222282691086558464,2.9321,1.047,0.433,0.823,1470.0,4.64114,4.602082,4.647058,,200.9580462962,-18.2891812037,,3.918743103616693e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J052444.8+015047,4.62933e-15,3.97981e-15,5.58503e-16,5.25817e-17,2.18482e-15,1.20521e-14,6.20886e-15,0.034176,-0.73467,-0.919258,0.937899,0.165817,0.324115,0.256658,0.0,J052444.8+015046,1.8548156548899e-14,1.5969529216708e-14,5.3031642869187e-16,2.7546774484586e-15,0.0,0.64335,-0.28607,-0.77701,0.1799864,0.01844854,0.4070845,,,,,,,,,"BeSS,Gaia,XMM,Chandra"
773,HD 35347,Classical,8.93,B1Ve,,9,81.32429166666667,29.614894444444445,773.0,Gaia EDR3 3445803646848503680,0.6074,1.323,-1.453,0.148,29.3,8.833464,8.907642,8.631426,,177.0350806409,-3.3641223237,,8.245503756616448e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
774,HD 35345,Classical,8.43,B1Vpe,,157,81.43658333333333,35.6472,774.0,Gaia EDR3 183709705601742592,0.8841,-0.585,-2.978,0.157,15.6,8.159087,8.28361,7.808123,,172.086608383,0.0909657467,,1.5345038905978043e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
775,[O96] L54N-18,Classical,15.461,O6Ve,,0,81.53658333333333,-67.44296944444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
776,[O96] L54S-13,Classical,14.64,B0.5Ve,,0,81.58316666666667,-67.5004388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
777,[O96] L54N-3,Classical,13.841,B1IIIe,,0,81.59887499999999,-67.48528055555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
778,[O96] L54S-15,Classical,14.645,O8Ve,,0,81.60045833333334,-67.50931111111112,778.0,Gaia EDR3 4658678909190760960,1.6132,0.642,3.479,5.168,5.2,20.515963,,,,277.7737993305,-33.0072359293,,1.7507236312391e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
779,Cl* NGC 2004 MHFBE 118313,Classical,15.04,B1IIIe,197,2,81.73308333333334,-67.19085833333334,779.0,Gaia EDR3 4660191287471075328,-0.0072,1.541,0.412,0.036,0.37,14.677064,14.675648,14.621273,,277.3894646,-33.0026828813,,3.7912043490070085e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
780,Cl* NGC 2004 MHFBE 103914,Classical,15.03,B1IIIe,368,2,81.81341666666667,-67.23615277777778,780.0,Gaia EDR3 4660189500764571136,-0.0007,1.541,0.43,0.092,2.45,14.625745,14.624305,14.567724,,277.4376648296,-32.9655017284,,3.97470401841388e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
781,Cl* NGC 2004 MHFBE 110827,Classical,14.93,B1Ve,195,2,81.86908333333334,-67.21578055555555,781.0,Gaia EDR3 4660190359758067200,-0.0537,1.626,0.444,0.161,7.85,14.64255,14.560355,14.69097,,277.410032344,-32.9470181717,,3.91365729963959e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
782,Cl* NGC 2004 MHFBE 136844,Classical,15.15,B1IIIe,348,1,81.89683333333333,-67.13178611111111,782.0,Gaia EDR3 4660196853749337344,-0.0229,1.63,0.364,0.0,0.0,14.779951,14.799055,14.687098,,277.3091118389,-32.9480537006,,3.448437775580024e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
783,Cl* NGC 2004 MHFBE 55920,Classical,16.08,B1Ve,120,2,81.92608333333334,-67.39349444444444,783.0,Gaia EDR3 4658686433989506816,-0.0128,1.567,0.459,0.068,0.653,15.659164,15.642055,15.666895,,277.6159666323,-32.9003113045,,1.5343950680225396e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
784,IU Aur,Classical,8.39,B3Vnne,,66,81.96833333333333,34.78284722222222,784.0,Gaia EDR3 182856896896621952,-1.1878,0.502,-3.523,2.177,3180.0,8.30341,8.399437,8.03653,,173.0463196262,-0.0305714253,,1.343503474386623e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
785,AL 207,Classical,12.93,Be,,1,82.0,-67.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
786,Cl* NGC 2004 MHFBE 116297,Classical,16.14,B1Ve,226,2,82.02508333333333,-67.19650833333333,786.0,Gaia EDR3 4660178844933753600,-0.0671,1.537,0.42,0.106,1.37,15.740476,15.610183,15.723475,,277.3773323239,-32.8898285286,,1.423680032179006e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
787,[BE74] 588,Classical,,Be,,0,82.03,-70.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
788,Cl* NGC 2004 MHFBE 140012,Classical,14.94,B1.5IIIe,246,2,82.05533333333334,-67.12243611111111,788.0,Gaia EDR3 4660185411955046528,-0.0092,1.557,0.405,0.188,9.19,14.795413,14.698151,14.966055,,277.2880337004,-32.8883079872,,3.399676505092049e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
789,[MLD95] LMC 1-846,Classical,13.82,O9Ve,,0,82.0875,-70.9678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
790,[BE74] 589,Classical,,Be,,0,82.10000000000001,-70.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
791,Cl* NGC 2004 MHFBE 118784,Classical,14.79,B1IIIe,388,2,82.11483333333332,-67.19125,791.0,Gaia EDR3 4660184587320849792,-0.0285,1.573,0.481,0.098,3.44,14.416457,14.379014,14.410562,,277.3654787764,-32.8560825022,,4.819699858652705e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
792,Cl* NGC 2004 MHFBE 72704,Classical,14.86,B1.5IIIe,108,0,82.122625,-67.33891666666666,792.0,Gaia EDR3 4660176272263605120,-0.0089,1.569,0.43,0.152,7.88,14.543409,14.457055,14.692362,,277.5391217781,-32.8329761567,,4.28784614621473e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
793,Cl* NGC 2004 MHFBE 108272,Classical,16.4,B2IVe,226,2,82.13387499999999,-67.22324444444445,793.0,Gaia EDR3 4660178570029246080,-0.0357,1.645,0.492,0.21,3.6,16.148554,16.070463,16.311161,,277.4020224637,-32.8444553728,,9.776450233992929e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
794,Cl* NGC 2004 MHFBE 107877,Classical,15.23,B2IIIe,208,0,82.14274999999999,-67.2238611111111,794.0,Gaia EDR3 4660184381162432512,-0.025,1.581,0.497,0.098,2.18,14.975069,14.928809,14.969444,,277.4021967403,-32.8409516509,,2.8812118605259385e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
795,Cl* NGC 2004 MHFBE 107771,Classical,16.39,B2.5IIIe,319,2,82.144375,-67.223325,795.0,Gaia EDR3 4660184381162435456,0.2553,1.874,0.189,0.862,41.8,16.465239,16.094711,16.254593,,277.4014820566,-32.8403644585,,7.303099100139257e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
796,Cl* NGC 2004 MHFBE 155603,Classical,14.72,B1IIIe,249,0,82.199,-67.07380555555555,796.0,Gaia EDR3 4660187164301311360,-0.0362,1.547,0.491,0.071,1.77,14.456449,14.45154,14.405652,,277.2217413466,-32.8394489558,,4.645400837378025e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
797,V1372 Ori,Classical,7.24,B2Vne,180,61,82.20191666666666,2.164713888888889,797.0,Gaia EDR3 3223760705295600768,2.7814,-0.659,0.475,0.341,113.0,7.329853,7.26455,7.409501,,201.189141169,-17.2489590003,,3.2935297740155984e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
798,Cl* NGC 2004 MHFBE 73013,Classical,16.16,B1Ve,402,2,82.23329166666667,-67.337375,798.0,Gaia EDR3 4660176989479602048,-0.0284,1.529,0.222,0.581,34.2,15.880673,15.831533,15.900204,,277.5303920699,-32.7909538317,,1.2512197585012395e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
799,Cl* NGC 2004 MHFBE 137325,Classical,16.3,B5IIIe,252,2,82.27920833333333,-67.13035555555555,799.0,Gaia EDR3 4660185892991396352,0.0069,1.741,0.371,0.0,0.0,16.071861,16.033684,16.151598,,277.2834975526,-32.8010317518,,1.0492002704952537e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
800,Cl* NGC 2004 MHFBE 77796,Classical,14.91,B1IIIe,120,2,82.30670833333333,-67.3218611111111,800.0,Gaia EDR3 4660177234336228096,-0.0259,1.591,0.488,0.113,4.34,14.460892,14.430489,14.457684,,277.5075806103,-32.765014782,,4.626429983008336e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
801,Cl* NGC 2004 MHFBE 66252,Classical,16.26,B1Ve,446,0,82.32583333333334,-67.36030555555556,801.0,Gaia EDR3 4660173764002841088,0.1066,0.278,0.592,2.837,789.0,15.916331,15.878783,15.853859,,277.551711478,-32.7525668399,,1.2107943727733654e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
802,Cl* NGC 2004 MHFBE 59721,Classical,16.46,B2Ve,196,0,82.35695833333334,-67.384,802.0,Gaia EDR3 4660173729643020032,0.0105,1.624,0.402,0.0,0.0,16.163795,16.10127,16.300026,,277.5777498114,-32.7375260519,,9.640172249226285e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
803,Cl* NGC 2004 MHFBE 132205,Classical,14.72,B1IIIe,129,2,82.35779166666667,-67.1483138888889,803.0,Gaia EDR3 4660185618113168512,-0.012,1.649,0.474,0.071,1.81,14.410666,14.412091,14.364915,,277.2999040662,-32.7684060048,,4.84547540939959e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
804,HBHA 3215-16,Classical,13.6,Be,,0,82.39879166666667,32.1744,804.0,Gaia EDR3 3448727179548142720,1.4984,-1.687,1.094,0.0,0.0,14.108306,14.508751,13.535914,,175.4175850159,-1.1757914877,,6.401480013440568e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
805,Cl* NGC 2004 MHFBE 85028,Classical,16.07,B1.5IVe,269,0,82.4375,-67.29736111111112,805.0,Gaia EDR3 4660180051835584896,-0.0155,1.56,0.474,0.118,1.75,15.72481,15.679509,15.768619,,277.4707567323,-32.7182440808,,1.444371112352151e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
806,Cl* NGC 2004 KWBBE 874,Classical,17.56,B2Ve,262,2,82.48270833333333,-67.32062777777777,806.0,Gaia EDR3 4660174103261588992,0.1126,1.596,0.519,0.0,0.0,17.388905,17.3318,17.41625,,277.4954552436,-32.6979011084,,3.1191825594861186e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
