#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,DR2Name,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,AG,RV,GLON,GLAT,Teff,Lum,Rad,Plx,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,VaKSb,VaKPb,VaGLb,Vib,HR_21,HR_32,HR_43,HR_54,HR_su,HR_ms,HR_hm,B_ox,flags
1263,HD 79778,Classical,8.31,B2Vne,,1,138.46404166666667,-55.539655555555555,1263.0,b'Gaia DR2 5310188511286655872',-6.451,4.874,0.0,0.0,8.2938,8.405,8.1535,0.791,,275.43891130134,-4.74865362732,7978.0,1226.219,18.33,0.5504,1.047102873608614e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1264,HD 79811,Classical,9.32,B5Ve,,0,138.66091666666668,-45.576011111111114,1264.0,b'Gaia DR2 5423747240418602368',-2.208,1.511,0.0,0.0,9.2436,9.3895,8.9892,1.106,,268.31192380752,2.22148077334,7539.33,367.856,11.24,0.6378,4.365855439737806e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1265,HD 80284,Classical,8.89,B5Vnne,,2,139.07366666666667,-59.23418888888889,1265.0,b'Gaia DR2 5300304004827058432',-8.972,6.593,0.148,7.22,8.8598,8.8624,8.8588,0.4003,,278.35842579368,-7.05623272954,9407.5,,,1.2143,6.217121452210106e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1266,HD 80156,Classical,8.72,B8.5IVe,,0,139.16545833333333,-44.43459722222222,1266.0,b'Gaia DR2 5423955048115402752',-11.394,4.854,0.164,9.7,8.6988,8.6817,8.7318,,,267.736410286,3.27011517963,8854.33,,,1.8623,7.210897984192618e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1267,HD 80459,Classical,7.39,B6Vne,,2,139.23170833333333,-63.77513611111111,1267.0,b'Gaia DR2 5296949875873904896',-11.527,7.716,0.096,3.22,7.3389,7.3718,7.2894,0.4597,,281.74343555604,-10.12643873043,9135.5,,,2.2713,2.5231864947358758e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1268,QQ Vel,Classical,9.77,B5nne,,0,140.17545833333332,-42.17855,1268.0,b'Gaia DR2 5427553848451894272',-3.497,3.094,0.0,0.0,9.6,9.7918,9.2759,1.1205,,266.63522018278,5.37347723728,7238.2,1829.436,27.2,0.2412,3.144194121887419e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1269,HD 298339,Classical,10.54,B2Vne,,1,140.353625,-51.166466666666665,1269.0,b'Gaia DR2 5313358265867023232',-5.973,6.466,0.0,0.0,10.46,10.5237,10.3271,0.651,,273.09192991043,-0.88859171621,8875.75,,,0.6006,1.423997908550001e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1270,QR Vel,Classical,10.1,B2Vne,,2,140.4934166666667,-51.17650555555556,1270.0,b'Gaia DR2 5313354692454443136',-4.988,2.728,0.0,0.0,10.0205,10.2274,9.6875,,,273.1611526843,-0.83387595458,7022.0,732.145,18.28,0.3133,2.1345648394240183e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1271,HD 81354,Classical,9.35,B4Ve,,1,140.72816666666665,-55.73665555555556,1271.0,b'Gaia DR2 5310311416074775936',-5.068,4.954,0.0,0.199,9.2703,9.3902,9.0877,,,276.47581920018,-3.97227291791,7821.0,378.856,10.6,0.6268,4.259801395107997e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1272,HD 298377,Classical,10.25,B3Vne,,1,140.98250000000002,-51.962275,1272.0,b'Gaia DR2 5313172860715497472',-5.279,3.459,0.0,0.0,10.2192,10.3866,9.9349,1.1098,,273.92966064528,-1.17943176953,7396.75,417.702,12.45,0.3806,1.7775808029618328e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1273,V480 Car,Classical,7.88,B2.5Ve,,3,141.1645,-58.689030555555554,1273.0,b'Gaia DR2 5306384029251894016',-7.526,5.949,0.223,15.9,7.8469,7.8954,7.8163,0.55,,278.72815454092,-5.90546634616,8948.0,,,0.9157,1.5803357016684678e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1274,HD 81753,Classical,6.1,B6Ve,300.0,67,141.68708333333333,-28.787694444444444,1274.0,b'Gaia DR2 5636437452584974080',,,10.4,26600.0,6.2344,6.0263,6.1196,,,257.78005907893,15.63173282962,9549.33,,,,6.978295427541563e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1275,HD 81357,Classical,8.35,B9e,150.0,166,141.849625,58.14283611111111,1275.0,b'Gaia DR2 1026166578637242240',3.796,0.116,0.0,0.161,8.1949,8.373,7.8849,1.159,,157.09426886059,43.06683579598,7344.06,152.165,7.62,1.6,1.1469628501764573e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1276,HD 82830,Classical,9.27,B1e,,0,143.28787499999999,-46.76513888888889,1276.0,b'Gaia DR2 5410866942737784960',-6.272,3.328,0.0,1.76e-15,9.1136,9.3139,8.7774,1.356,,271.43388591747,3.61992603782,7261.0,639.281,15.98,0.5106,4.921181145702474e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1277,HD 83032,Classical,7.97,B7IIIe,,2,143.37770833333335,-58.38625277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1278,HD 83060,Classical,9.1,B2Vnne,,1,143.426625,-57.16334444444445,1278.0,b'Gaia DR2 5306938183107332864',-7.065,4.218,0.14,7.61,9.0546,9.125,8.8988,0.9408,,278.544371573,-3.97253240003,8914.0,,,0.5571,5.196002501058819e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1279,HD 83043,Classical,8.52,B2.5Vne,,1,143.479875,-53.63507222222222,1279.0,b'Gaia DR2 5309130162620717824',-3.161,2.62,0.108,3.43,8.2136,8.2998,8.0193,0.9597,,276.17663720699,-1.35403914646,8940.0,,,0.6396,1.1273774700100444e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1280,V484 Car,Classical,7.47,B4pshe,,2,143.624125,-66.12223333333333,1280.0,b'Gaia DR2 5247689452847083264',-13.888,6.925,0.122,5.05,7.4958,7.5416,7.4443,0.5277,,284.76556175611,-10.47036219956,9187.0,,,1.7495,2.1836817848096093e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1281,HD 83597,Classical,9.07,B2Ve,,0,144.46204166666666,-53.68033888888889,1281.0,b'Gaia DR2 5309093878735658496',-6.342,4.066,0.113,5.02,9.2013,9.255,9.079,0.463,,276.63883749659,-0.99723179219,9124.5,,,0.3517,4.5393048650017547e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1282,I Hya,Classical,4.754,B5Ve,260.0,236,145.320875,-23.59151388888889,1282.0,b'Gaia DR2 5663583299457858816',-29.969,1.914,0.996,338.0,4.6192,4.6268,4.6985,0.2035,,256.28511282908,21.5995374626,8712.0,,,6.5733,3.0890813925560576e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1283,V485 Car,Classical,7.1,B3IIIpshe,,1,145.40541666666667,-68.50498888888889,1283.0,b'Gaia DR2 5243790825131644672',-12.182,4.303,0.199,14.7,6.9495,6.953,6.9737,0.2505,,286.9257757434,-11.75697972888,9737.0,,,1.9669,3.6116807252574957e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1284,HD 309784,Classical,10.08,Be,,1,145.6519583333333,-67.14825,1284.0,b'Gaia DR2 5244393151347854720',-7.0,2.882,0.149,9.72,10.1068,10.0999,10.0789,0.529,,286.07364420857,-10.68423194047,9212.0,,,0.326,1.9714662716229813e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1285,HD 84361,Classical,8.43,B2.5Ve,,1,145.677875,-58.105494444444446,1285.0,b'Gaia DR2 5305863066904566016',-7.473,6.075,0.128,4.49,8.3561,8.3616,8.3554,0.379,,280.07422387964,-3.87240629055,9396.25,,,0.7709,9.887109669376425e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1286,HD 84511,Classical,8.86,Bpshe,,2,145.98054166666665,-55.05105555555556,1286.0,b'Gaia DR2 5308011443900113280',-13.303,11.448,0.0,0.0,8.6621,8.8815,8.3063,1.432,,278.20705173154,-1.44773417197,6884.0,85.419,6.5,1.7124,7.458806685949106e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1287,HD 84523,Classical,7.97,B4Ve,,1,146.02983333333333,-53.74527222222222,1287.0,b'Gaia DR2 5309212797793980416',-7.77,6.671,0.089,2.41,7.9951,8.0328,7.9318,0.3765,,277.3807565122,-0.43618156072,9270.33,,,0.7947,1.3786986535246497e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1288,HD 84567,Classical,6.438,B0.5IIIne,,1,146.34170833333334,-30.20274722222222,1288.0,b'Gaia DR2 5440342169408209920',-11.11,5.47,0.199,16.6,6.391,6.3296,6.5104,0.1685,,261.83395803353,17.45173608334,8868.67,,,0.4512,6.0410071735726166e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1289,HD 84777,Classical,9.24,B8Vne,,1,146.39749999999998,-55.74375277777778,1289.0,b'Gaia DR2 5307825832594509696',-8.475,4.854,0.106,4.03,9.1815,9.2339,9.1007,0.546,,278.83637832668,-1.82216412649,8908.0,,,0.6685,4.622845205250046e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1290,HD 85083,Classical,8.27,B5IIIe,,1,146.89170833333333,-58.18797222222222,1290.0,b'Gaia DR2 5257902468462145792',-9.368,3.806,0.164,7.93,8.247,8.2012,8.3477,0.118,,280.61683764316,-3.52035561006,8868.67,,,1.5175,1.0932244885296571e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1291,HD 298697,Classical,9.97,Be,,1,147.221,-53.135222222222225,1291.0,b'Gaia DR2 5309357280487489920',-5.705,4.623,0.0,1.84e-15,9.752,10.0175,9.3404,1.5475,,277.53221246759,0.48719340822,6316.5,709.514,22.24,0.3597,2.73343877918808e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1292,HD 297625,Classical,10.34,B5Ve,,1,147.27741666666668,-51.15681388888889,1292.0,b'Gaia DR2 5405682023870187776',-4.956,3.156,0.083,2.61,10.4533,10.5724,10.2303,,,276.30002546086,2.03566039719,8086.33,,,0.2321,1.432812466214704e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1293,HD 85495,Classical,7.94,B4IIIe,,1,147.56116666666665,-58.04586388888889,1293.0,b'Gaia DR2 5257918415698661248',-7.46,4.551,0.0,0.0,7.9289,8.0151,7.7976,0.7607,,280.79907341072,-3.18547787417,8270.67,,,0.8575,1.4653769349129214e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1294,HD 85860,Classical,7.17,B4Ve,,1,148.52141666666668,-27.99901388888889,1294.0,b'Gaia DR2 5465067334058354688',-16.767,-4.415,0.125,5.13,7.2602,7.2369,7.2484,,,261.7671114387,20.36352413568,7978.5,,,1.9523,2.712872301628556e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1295,HD 86119,Classical,9.66,B8.5IVe,,1,148.63258333333334,-58.609677777777776,1295.0,b'Gaia DR2 5257655769865160320',-7.248,3.916,0.18,13.7,9.6005,9.6196,9.5734,0.4247,,281.59214261885,-3.27126365874,9278.0,,,0.6988,3.142746500337272e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1296,HD 86272,Classical,9.43,B5Vne,,1,148.75229166666665,-63.541336111111114,1296.0,b'Gaia DR2 5249683348475973376',-8.51,4.767,0.208,16.3,9.4665,9.4533,9.4857,0.2297,,284.72206861512,-7.09380376206,9522.75,,,0.7209,3.555570968090811e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1297,HD 86689,Classical,10.1,A3ne,,0,149.53470833333333,-59.671875,1297.0,b'Gaia DR2 5256780489893110400',-5.488,3.685,0.176,9.39,10.1855,10.1636,10.1901,,,282.61355584361,-3.82177476459,9059.25,,,0.2463,1.83362005959523e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1298,OY Hya,Classical,6.21,B5Ve,185.0,172,149.77625,-23.950769444444443,1298.0,b'Gaia DR2 5660602557795903616',-24.238,5.566,0.736,141.0,6.1646,6.1256,6.2339,0.213,,259.77034455021,24.13801458983,8598.67,,,3.3779,7.441651906611512e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1299,HD 86879,Classical,10.7,B7.5IIIe,,0,149.905,-57.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1300,HD 87203,Classical,8.59,B5Ve,,0,150.46808333333334,-54.20585555555556,1300.0,b'Gaia DR2 5356285158330627840',-6.775,3.834,0.072,1.75,8.6045,8.672,8.4629,0.441,,279.70588287955,0.83557254274,8936.0,,,0.5988,7.865192410012793e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1301,HD 87366,Classical,9.42,B9IIIe,,1,150.64825,-60.14763611111111,1301.0,b'Gaia DR2 5256693387951779712',-6.961,3.294,0.159,9.02,9.4092,9.429,9.3851,0.377,,283.34754758465,-3.8621895312,9266.0,,,0.8093,3.7482569199063467e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1302,HD 87380,Classical,9.1,B1IVne,,0,150.75579166666665,-54.558436111111114,1302.0,b'Gaia DR2 5356260488037199744',-8.034,4.864,0.099,3.53,9.0582,9.0595,9.0452,,,280.05110316236,0.6533396565,9331.25,,,0.6108,5.178802529404662e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1303,HD 87543,Classical,6.2,B7IVne,,8,150.89216666666667,-61.88403888888889,1303.0,b'Gaia DR2 5255904179120926336',-17.499,3.443,0.319,37.2,6.2906,6.1899,6.1534,,,284.48488364619,-5.18266031988,9512.0,,,1.7743,6.626273408274299e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1304,HD 87565,Classical,9.67,B4IVe,,1,150.96158333333332,-59.85648055555556,1304.0,b'Gaia DR2 5256726304583758592',-6.286,4.493,0.175,11.0,9.6466,9.6089,9.7158,0.105,,283.29916150736,-3.53511767013,8598.67,,,0.5672,3.0120997596724775e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1305,HD 87801,Classical,9.1,B2.5Vne,,1,151.38920833333336,-59.90657222222222,1305.0,b'Gaia DR2 5256541895880134272',-7.733,5.714,0.898,218.0,9.0213,8.9897,9.0819,0.153,,283.5020303287,-3.44820557604,8561.33,,,0.3849,5.357835203675861e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1306,HD 87818,Classical,9.41,B8.5IVe,,1,151.41570833333336,-60.01047777777778,1306.0,b'Gaia DR2 5256534371097147520',-7.333,3.886,0.174,9.17,9.3875,9.3889,9.37,0.2583,,283.57420884215,-3.52424438515,9345.0,,,0.8049,3.8239248743540784e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1307,V337 Vel,Classical,7.95,B2IIIe,,0,152.32558333333333,-50.63959444444444,1307.0,b'Gaia DR2 5406612485580744832',-6.686,2.887,0.0,0.0,7.9456,8.0073,7.8373,0.523,,278.51506285282,4.38297625745,8786.75,,,0.7376,1.443010035548283e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1308,17 Sex,Classical,5.9,A1Ve,,514,152.53141666666667,-8.408166666666666,1308.0,b'Gaia DR2 3771987343323001984',,,0.858,226.0,5.8593,5.906,5.8206,,,249.44872738013,37.193872801,9113.0,,,,9.858012203537947e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1309,HD 300584,Classical,10.2,B1Ve,,1,152.74708333333334,-57.15734166666667,1309.0,b'Gaia DR2 5258865473141807872',-4.767,3.136,0.0,0.0,9.8923,10.2487,9.3717,,,282.47797119944,-0.80005341153,5860.0,553.375,22.82,0.3845,2.4020904214684223e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1310,V497 Car,Classical,9.03,B5Ve,,1,152.90116666666665,-59.883783333333334,1310.0,b'Gaia DR2 5257981740701847936',-7.398,1.784,0.159,8.73,9.0838,9.0873,9.0808,0.473,,284.10671900291,-2.988739907,9338.0,,,0.4839,5.058122597377802e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1311,QY Car,Classical,5.76,B2IVnpe,237.0,18,152.94358333333332,-58.060544444444446,1311.0,b'Gaia DR2 5258611382897321088',-10.85,6.432,0.468,71.6,5.6207,5.6179,5.611,0.248,,283.08134105786,-1.48042378389,9168.75,,,2.0927,1.2280876145044276e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1312,HD 88825,Classical,6.09,B4Ve,,4,153.25479166666668,-59.91808888888889,1312.0,b'Gaia DR2 5257989506003101696',-15.096,2.768,0.239,18.3,6.0299,6.0251,6.0621,0.4193,,284.27215302998,-2.9158078641,9438.0,,,1.455,8.424601197156202e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1313,ome Car,Classical,3.3,B8IIIe,240.0,5,153.43425,-70.03790555555555,1313.0,b'Gaia DR2 5242895960104832768',-34.918,7.428,2.086,1680.0,3.1672,3.452,3.3302,,,290.16365267867,-11.17965363999,6704.25,300.379,12.85,11.4601,1.1766013746440603e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1314,HD 305019,Classical,10.57,B0pe,,1,153.76004166666667,-60.922558333333335,1314.0,b'Gaia DR2 5253377776290465152',-7.239,3.327,0.0,0.0,10.1504,10.2545,9.9299,0.858,,285.04693874928,-3.6034299288,8745.67,,,0.2123,1.8938664538938367e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1315,V425 Vel,Classical,8.86,Bpshe,,9,154.08604166666666,-55.597588888888886,1315.0,b'Gaia DR2 5355221140301978368',-6.754,2.586,0.0,0.0,8.3786,8.9389,7.655,,,282.20753799678,0.90556046173,4801.3,2639.152,74.24,0.3816,9.684324905791715e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1316,CD-55 3246,Classical,10.7,B2Ve,,0,154.15016666666668,-55.817413888888886,1316.0,b'Gaia DR2 5355111773246157952',-6.913,3.646,0.065,1.51,10.7074,10.8863,10.3773,1.155,,282.3600022769,0.74313217076,7157.5,517.552,14.79,0.272,1.1338336749984798e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1317,CPD-60 1829,Classical,11.2,B2Ve,,1,154.46741666666668,-61.5881,1317.0,b'Gaia DR2 5253154747232538880',-4.125,3.276,0.0,0.0,11.1067,11.1813,10.8477,,,285.70213533088,-3.96568537784,8612.5,,,0.0868,7.849271503705177e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1318,HD 302724,Classical,10.05,B2Ve,,1,154.825625,-59.29690277777778,1318.0,b'Gaia DR2 5255115039010480128',-6.601,3.993,0.0,0.0,9.661,9.9863,9.1771,,,284.58486129577,-1.95675136807,5796.0,997.73,31.33,0.3191,2.972414364732986e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1319,J Vel,Classical,4.5,B3IIIe,70.0,10,155.22875000000002,-56.04331666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1320,HD 89884,Classical,7.131,B5IIIe,,139,155.4975,-18.034480555555554,1320.0,b'Gaia DR2 5669719158456976640',-12.304,-6.565,0.094,2.95,7.0425,7.0254,7.1164,0.117,,259.99441775205,32.10391125018,8582.67,,,1.7797,3.3151970818285122e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1321,GPSC G284.1277-00.5835,Classical,,B5Vne,,0,155.52391666666668,-57.89611111111111,1321.0,b'Gaia DR2 5255683623954704640',-5.558,3.239,0.0,0.0,14.0493,15.0619,13.0205,1.446,,284.12769529527,-0.58354690276,3660.33,93.93,24.1,0.2,5.221428693651902e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1322,HR Car,Classical,7.57,B2ev,10.0,4,155.72433333333333,-59.62455,1322.0,b'Gaia DR2 5255045082580350080',-6.161,2.163,0.0,0.0,8.1901,8.8335,7.4233,,,285.14659132088,-1.98379895149,4449.33,17711.018,223.97,0.1708,1.1520447561165553e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1323,CD-55 3338,Classical,10.92,B1Ve,,1,155.73545833333333,-56.49989722222222,1323.0,b'Gaia DR2 5354831603941602944',-7.497,3.981,0.0,0.0,10.6924,11.2063,10.0146,1.813,,283.47239191862,0.65467754022,4885.62,460.605,29.96,0.3112,1.149606872612621e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1324,HD 90187,Classical,9.0,B1pe,,1,155.78266666666667,-57.99756111111111,1324.0,b'Gaia DR2 5255670567254167168',-7.117,3.52,0.0,0.0,8.74,8.9137,8.3898,1.241,,284.29801532703,-0.59515560942,7039.67,2204.074,31.56,0.3257,6.942395502657623e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
